"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia MANU",,,,,,
"Viviendas particulares (001)",4749,4642,85,21,1,
"Ocupantes presentes (002)",18562,17594,716,236,16,
"Casa independiente",,,,,,
"Viviendas particulares (004)",4022,3924,78,19,1,
"Ocupantes presentes (005)",15495,14601,664,214,16,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",40,34,4,2,,
"Ocupantes presentes (011)",144,94,28,22,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",59,57,2,,,
"Ocupantes presentes (014)",199,188,11,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",514,513,1,,,
"Ocupantes presentes (017)",2388,2375,13,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",56,56,,,,
"Ocupantes presentes (020)",148,148,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",22,22,,,,
"Ocupantes presentes (023)",61,61,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",36,36,,,,
"Ocupantes presentes (026)",127,127,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1843,1751,73,18,1,
"Ocupantes presentes (029)",7013,6207,586,204,16,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1670,1586,67,16,1,
"Ocupantes presentes (032)",6478,5733,547,182,16,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",40,34,4,2,,
"Ocupantes presentes (038)",144,94,28,22,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",59,57,2,,,
"Ocupantes presentes (041)",199,188,11,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",56,56,,,,
"Ocupantes presentes (047)",148,148,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",15,15,,,,
"Ocupantes presentes (050)",39,39,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",3,3,,,,
"Ocupantes presentes (053)",5,5,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2906,2891,12,3,,
"Ocupantes presentes (056)",11549,11387,130,32,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2352,2338,11,3,,
"Ocupantes presentes (059)",9017,8868,117,32,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",514,513,1,,,
"Ocupantes presentes (071)",2388,2375,13,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",7,7,,,,
"Ocupantes presentes (077)",22,22,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",33,33,,,,
"Ocupantes presentes (080)",122,122,,,,
