"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LUCANAS",,,,
"Viviendas particulares (001)",10209,8777,922,510
"Ocupantes presentes (002)",38316,33138,3426,1752
"Casa independiente",,,,
"Viviendas particulares (004)",10021,8674,902,445
"Ocupantes presentes (005)",37616,32784,3350,1482
"Departamento en edificio",,,,
"Viviendas particulares (007)",6,6,,
"Ocupantes presentes (008)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",52,44,8,
"Ocupantes presentes (011)",175,143,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",52,42,10,
"Ocupantes presentes (014)",194,157,37,
"Choza o cabaña",,,,
"Viviendas particulares (016)",62,,,62
"Ocupantes presentes (017)",257,,,257
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",3,3,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",15,10,2,3
"Ocupantes presentes (023)",47,27,7,13
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",9173,8004,805,364
"Ocupantes presentes (029)",34437,30181,2948,1308
"Casa independiente",,,,
"Viviendas particulares (031)",9021,7912,786,323
"Ocupantes presentes (032)",33836,29849,2873,1114
"Departamento en edificio",,,,
"Viviendas particulares (034)",6,6,,
"Ocupantes presentes (035)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",45,37,8,
"Ocupantes presentes (038)",158,126,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",48,38,10,
"Ocupantes presentes (041)",189,152,37,
"Choza o cabaña",,,,
"Viviendas particulares (043)",41,,,41
"Ocupantes presentes (044)",194,,,194
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,1,,
"Ocupantes presentes (047)",3,3,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",11,10,1,
"Ocupantes presentes (050)",33,27,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1036,773,117,146
"Ocupantes presentes (056)",3879,2957,478,444
"Casa independiente",,,,
"Viviendas particulares (058)",1000,762,116,122
"Ocupantes presentes (059)",3780,2935,477,368
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",7,7,,
"Ocupantes presentes (065)",17,17,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",4,4,,
"Ocupantes presentes (068)",5,5,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",21,,,21
"Ocupantes presentes (071)",63,,,63
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",4,,1,3
"Ocupantes presentes (077)",14,,1,13
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",7770,7044,582,144
"Ocupantes presentes (110)",29964,27195,2282,487
"Casa independiente",,,,
"Viviendas particulares (112)",7651,6945,563,143
"Ocupantes presentes (113)",29541,26847,2212,482
"Departamento en edificio",,,,
"Viviendas particulares (115)",6,6,,
"Ocupantes presentes (116)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",52,44,8,
"Ocupantes presentes (119)",175,143,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",52,42,10,
"Ocupantes presentes (122)",194,157,37,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",3,3,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",8,6,1,1
"Ocupantes presentes (131)",27,21,1,5
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",6931,6360,486,85
"Ocupantes presentes (137)",26696,24540,1868,288
"Casa independiente",,,,
"Viviendas particulares (139)",6825,6272,468,85
"Ocupantes presentes (140)",26301,24214,1799,288
"Departamento en edificio",,,,
"Viviendas particulares (142)",6,6,,
"Ocupantes presentes (143)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",45,37,8,
"Ocupantes presentes (146)",158,126,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",48,38,10,
"Ocupantes presentes (149)",189,152,37,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,1,,
"Ocupantes presentes (155)",3,3,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,6,,
"Ocupantes presentes (158)",21,21,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",839,684,96,59
"Ocupantes presentes (164)",3268,2655,414,199
"Casa independiente",,,,
"Viviendas particulares (166)",826,673,95,58
"Ocupantes presentes (167)",3240,2633,413,194
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",7,7,,
"Ocupantes presentes (173)",17,17,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",4,4,,
"Ocupantes presentes (176)",5,5,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",2,,1,1
"Ocupantes presentes (185)",6,,1,5
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",2439,1733,340,366
"Ocupantes presentes (218)",8352,5943,1144,1265
"Casa independiente",,,,
"Viviendas particulares (220)",2370,1729,339,302
"Ocupantes presentes (221)",8075,5937,1138,1000
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",62,,,62
"Ocupantes presentes (233)",257,,,257
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",7,4,1,2
"Ocupantes presentes (239)",20,6,6,8
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2242,1644,319,279
"Ocupantes presentes (245)",7741,5641,1080,1020
"Casa independiente",,,,
"Viviendas particulares (247)",2196,1640,318,238
"Ocupantes presentes (248)",7535,5635,1074,826
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",41,,,41
"Ocupantes presentes (260)",194,,,194
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",5,4,1,
"Ocupantes presentes (266)",12,6,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",197,89,21,87
"Ocupantes presentes (272)",611,302,64,245
"Casa independiente",,,,
"Viviendas particulares (274)",174,89,21,64
"Ocupantes presentes (275)",540,302,64,174
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",21,,,21
"Ocupantes presentes (287)",63,,,63
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",2,,,2
"Ocupantes presentes (293)",8,,,8
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
