"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUACAYBAMBA (000)",17076,2784,434,9434,3647,165,325,78,209
"Hombres (001)",8512,687,208,4957,2161,101,203,56,139
"Mujeres (002)",8564,2097,226,4477,1486,64,122,22,70
"PEA (003)",4660,570,,2243,1215,101,282,54,195
"Hombres (004)",3857,403,,1972,1050,74,184,43,131
"Mujeres (005)",803,167,,271,165,27,98,11,64
"Ocupada (006)",4423,542,,2123,1137,96,277,53,195
"Hombres (007)",3670,390,,1878,978,71,180,42,131
"Mujeres (008)",753,152,,245,159,25,97,11,64
"Desocupada (009)",237,28,,120,78,5,5,1,
"Hombres (010)",187,13,,94,72,3,4,1,
"Mujeres (011)",50,15,,26,6,2,1,,
"No PEA (012)",12416,2214,434,7191,2432,64,43,24,14
"Hombres (013)",4655,284,208,2985,1111,27,19,13,8
"Mujeres (014)",7761,1930,226,4206,1321,37,24,11,6
,,,,,,,,,
"URBANA (018)",3220,205,73,1389,1068,95,209,48,133
"Hombres (019)",1633,35,27,667,602,51,129,37,85
"Mujeres (020)",1587,170,46,722,466,44,80,11,48
"PEA (021)",1122,35,,302,388,60,178,36,123
"Hombres (022)",812,16,,223,308,38,116,30,81
"Mujeres (023)",310,19,,79,80,22,62,6,42
"Ocupada (024)",1069,32,,285,363,56,174,36,123
"Hombres (025)",766,14,,208,284,36,113,30,81
"Mujeres (026)",303,18,,77,79,20,61,6,42
"Desocupada (027)",53,3,,17,25,4,4,,
"Hombres (028)",46,2,,15,24,2,3,,
"Mujeres (029)",7,1,,2,1,2,1,,
"No PEA (030)",2098,170,73,1087,680,35,31,12,10
"Hombres (031)",821,19,27,444,294,13,13,7,4
"Mujeres (032)",1277,151,46,643,386,22,18,5,6
,,,,,,,,,
"RURAL (036)",13856,2579,361,8045,2579,70,116,30,76
"Hombres (037)",6879,652,181,4290,1559,50,74,19,54
"Mujeres (038)",6977,1927,180,3755,1020,20,42,11,22
"PEA (039)",3538,535,,1941,827,41,104,18,72
"Hombres (040)",3045,387,,1749,742,36,68,13,50
"Mujeres (041)",493,148,,192,85,5,36,5,22
"Ocupada (042)",3354,510,,1838,774,40,103,17,72
"Hombres (043)",2904,376,,1670,694,35,67,12,50
"Mujeres (044)",450,134,,168,80,5,36,5,22
"Desocupada (045)",184,25,,103,53,1,1,1,
"Hombres (046)",141,11,,79,48,1,1,1,
"Mujeres (047)",43,14,,24,5,,,,
"No PEA (048)",10318,2044,361,6104,1752,29,12,12,4
"Hombres (049)",3834,265,181,2541,817,14,6,6,4
"Mujeres (050)",6484,1779,180,3563,935,15,6,6,
