"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia AMBO (000)",30918,29819,1099
"Hombres (001)",15359,14918,441
"Mujeres (002)",15559,14901,658
"De 18 a 29 años (003)",9575,9234,341
"Hombres (004)",4793,4613,180
"Mujeres (005)",4782,4621,161
"De 30 a 44 años (006)",9605,9463,142
"Hombres (007)",4725,4654,71
"Mujeres (008)",4880,4809,71
"De 45 a 64 años (009)",7825,7638,187
"Hombres (010)",3892,3826,66
"Mujeres (011)",3933,3812,121
"De 65 y más años (012)",3913,3484,429
"Hombres (013)",1949,1825,124
"Mujeres (014)",1964,1659,305
,,,
"URBANA (015)",10912,10679,233
"Hombres (016)",5295,5210,85
"Mujeres (017)",5617,5469,148
"De 18 a 29 años (018)",3302,3214,88
"Hombres (019)",1610,1565,45
"Mujeres (020)",1692,1649,43
"De 30 a 44 años (021)",3394,3377,17
"Hombres (022)",1623,1616,7
"Mujeres (023)",1771,1761,10
"De 45 a 64 años (024)",2831,2799,32
"Hombres (025)",1398,1385,13
"Mujeres (026)",1433,1414,19
"De 65 y más años (027)",1385,1289,96
"Hombres (028)",664,644,20
"Mujeres (029)",721,645,76
,,,
"RURAL (030)",20006,19140,866
"Hombres (031)",10064,9708,356
"Mujeres (032)",9942,9432,510
"De 18 a 29 años (033)",6273,6020,253
"Hombres (034)",3183,3048,135
"Mujeres (035)",3090,2972,118
"De 30 a 44 años (036)",6211,6086,125
"Hombres (037)",3102,3038,64
"Mujeres (038)",3109,3048,61
"De 45 a 64 años (039)",4994,4839,155
"Hombres (040)",2494,2441,53
"Mujeres (041)",2500,2398,102
"De 65 y más años (042)",2528,2195,333
"Hombres (043)",1285,1181,104
"Mujeres (044)",1243,1014,229
