"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAMPA (000)",15813,150,5030,5269,4101,1263
"Agric., ganadería, caza y silvicultura (001)",7022,74,1659,2044,2285,960
"Pesca (002)",101,2,50,25,23,1
"Explotación de minas y canteras (003)",1245,2,577,541,123,2
"Industrias manufactureras (004)",1073,8,383,358,262,62
"Suministro de electricidad, gas y agua (005)",4,,1,3,,
"Construcción (006)",650,7,230,253,148,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",989,7,287,366,257,72
"Venta, mant.y rep. veh.autom.y motoc. (008)",90,1,37,30,19,3
"Comercio al por mayor (009)",47,,14,15,15,3
"Comercio al por menor (010)",852,6,236,321,223,66
"Hoteles y restaurantes (011)",205,10,73,68,42,12
"Trans., almac. y comunicaciones (012)",483,3,146,230,102,2
"Intermediación financiera (013)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (014)",183,,53,90,37,3
"Admin.pub. y defensa; p. segur.soc afil (015)",365,,119,139,100,7
"Enseñanza (016)",674,,81,313,273,7
"Servicios sociales y de salud (017)",117,,36,50,31,
"Otras activ. serv.comun.soc y personales (018)",97,1,52,28,10,6
"Hogares privados con servicio doméstico (019)",138,7,87,21,17,6
"Actividad economica no especificada (021)",437,4,163,120,106,44
"Desocupado (022)",2028,25,1032,620,284,67
"Hombres (023)",10348,78,3242,3584,2649,795
"Agric., ganadería, caza y silvicultura (024)",4240,36,931,1278,1384,611
"Pesca (025)",79,2,35,20,21,1
"Explotación de minas y canteras (026)",1227,2,568,535,120,2
"Industrias manufactureras (027)",423,1,166,128,102,26
"Suministro de electricidad, gas y agua (028)",4,,1,3,,
"Construcción (029)",635,6,226,246,145,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",340,3,87,121,98,31
"Venta, mant.y rep. veh.autom.y motoc. (031)",78,1,31,26,17,3
"Comercio al por mayor (032)",27,,6,9,10,2
"Comercio al por menor (033)",235,2,50,86,71,26
"Hoteles y restaurantes (034)",71,6,26,21,12,6
"Trans., almac. y comunicaciones (035)",469,2,142,226,97,2
"Intermediación financiera (036)",1,,,,1,
"Activid.inmobil., empres. y alquileres (037)",173,,48,87,35,3
"Admin.pub. y defensa; p. segur.soc afil (038)",282,,71,119,85,7
"Enseñanza (039)",452,,36,191,219,6
"Servicios sociales y de salud (040)",64,,18,21,25,
"Otras activ. serv.comun.soc y personales (041)",61,,34,19,4,4
