"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUANCAYO (000)",4368,4257,111
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",667,667,
"Casa pensión (003)",47,47,
"Hospital, clinica (004)",603,601,2
"Cárcel, centro de readaptación social (005)",98,98,
"Asilo (006)",67,67,
"Aldea infantil, orfelinato, etc (007)",267,267,
"Otro (008)",566,540,26
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",2053,1970,83
