"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONCEPCION (000)",56470,7272,1566,22029,17722,2163,2369,1351,1998
"Quechua (001)",3986,1309,42,1979,551,32,25,16,32
"Aymara (002)",18,4,1,4,6,1,2,,
"Ashaninca (003)",8,1,1,1,3,1,,1,
"Otra lengua nativa (004)",47,7,1,15,19,2,2,,1
"Castellano (005)",52293,5857,1520,20019,17137,2127,2339,1332,1962
"Idioma extranjero (006)",5,,,,,,1,1,3
"Es sordomudo/a (007)",113,94,1,11,6,,,1,
"Hombres (009)",27403,2455,768,10125,9937,1104,1195,751,1068
"Quechua (010)",1799,298,23,995,400,25,16,13,29
"Aymara (011)",5,1,,1,2,,1,,
"Ashaninca (012)",5,1,1,1,1,1,,,
"Otra lengua nativa (013)",25,2,,8,11,2,1,,1
"Castellano (014)",25508,2103,743,9117,9520,1076,1177,736,1036
"Idioma extranjero (015)",3,,,,,,,1,2
"Es sordomudo/a (016)",58,50,1,3,3,,,1,
"Mujeres (018)",29067,4817,798,11904,7785,1059,1174,600,930
"Quechua (019)",2187,1011,19,984,151,7,9,3,3
"Aymara (020)",13,3,1,3,4,1,1,,
"Ashaninca (021)",3,,,,2,,,1,
"Otra lengua nativa (022)",22,5,1,7,8,,1,,
"Castellano (023)",26785,3754,777,10902,7617,1051,1162,596,926
"Idioma extranjero (024)",2,,,,,,1,,1
"Es sordomudo/a (025)",55,44,,8,3,,,,
,,,,,,,,,
"URBANA (027)",28982,2666,768,9157,10166,1614,1843,1116,1652
"Quechua (028)",849,230,2,385,159,24,16,11,22
"Aymara (029)",9,1,,2,3,1,2,,
"Ashaninca (030)",5,1,,1,1,1,,1,
"Otra lengua nativa (031)",44,6,1,14,18,2,2,,1
"Castellano (032)",28016,2383,764,8750,9982,1586,1822,1103,1626
"Idioma extranjero (033)",5,,,,,,1,1,3
"Es sordomudo/a (034)",54,45,1,5,3,,,,
"Hombres (036)",13807,919,384,4089,5346,782,852,588,847
"Quechua (037)",361,37,1,163,103,19,10,9,19
"Aymara (038)",2,,,1,,,1,,
"Ashaninca (039)",4,1,,1,1,1,,,
"Otra lengua nativa (040)",24,2,,7,11,2,1,,1
"Castellano (041)",13385,854,382,3917,5229,760,840,578,825
"Idioma extranjero (042)",3,,,,,,,1,2
"Es sordomudo/a (043)",28,25,1,,2,,,,
"Mujeres (045)",15175,1747,384,5068,4820,832,991,528,805
"Quechua (046)",488,193,1,222,56,5,6,2,3
"Aymara (047)",7,1,,1,3,1,1,,
"Ashaninca (048)",1,,,,,,,1,
"Otra lengua nativa (049)",20,4,1,7,7,,1,,
"Castellano (050)",14631,1529,382,4833,4753,826,982,525,801
"Idioma extranjero (051)",2,,,,,,1,,1
"Es sordomudo/a (052)",26,20,,5,1,,,,
,,,,,,,,,
"RURAL (054)",27488,4606,798,12872,7556,549,526,235,346
"Quechua (055)",3137,1079,40,1594,392,8,9,5,10
"Aymara (056)",9,3,1,2,3,,,,
"Ashaninca (057)",3,,1,,2,,,,
"Otra lengua nativa (058)",3,1,,1,1,,,,
"Castellano (059)",24277,3474,756,11269,7155,541,517,229,336
"Es sordomudo/a (061)",59,49,,6,3,,,1,
"Hombres (063)",13596,1536,384,6036,4591,322,343,163,221
"Quechua (064)",1438,261,22,832,297,6,6,4,10
"Aymara (065)",3,1,,,2,,,,
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",12123,1249,361,5200,4291,316,337,158,211
"Es sordomudo/a (070)",30,25,,3,1,,,1,
"Mujeres (072)",13892,3070,414,6836,2965,227,183,72,125
"Quechua (073)",1699,818,18,762,95,2,3,1,
"Aymara (074)",6,2,1,2,1,,,,
"Ashaninca (075)",2,,,,2,,,,
"Otra lengua nativa (076)",2,1,,,1,,,,
"Castellano (077)",12154,2225,395,6069,2864,225,180,71,125
"Es sordomudo/a (079)",29,24,,3,2,,,,
