"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia REQUENA",,,,,,,
"Viviendas particulares (001)",12133,987,216,719,6104,823,3284
"Ocupantes presentes (002)",64780,4953,1139,4054,33538,4411,16685
"Casa independiente",,,,,,,
"Viviendas particulares (004)",10130,911,203,704,5245,781,2286
"Ocupantes presentes (005)",54479,4632,1086,3976,28931,4221,11633
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,3,2,,,,
"Ocupantes presentes (008)",13,11,2,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",72,57,7,,,,8
"Ocupantes presentes (011)",291,247,27,,,,17
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",6,5,1,,,,
"Ocupantes presentes (014)",25,20,5,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1837,,,8,833,30,966
"Ocupantes presentes (017)",9614,,,38,4500,145,4931
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",58,7,2,7,23,10,9
"Ocupantes presentes (020)",252,28,13,40,96,37,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",15,4,1,,3,2,5
"Ocupantes presentes (023)",52,15,6,,11,8,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",10,,,,,,10
"Ocupantes presentes (026)",54,,,,,,54
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6785,984,215,686,3579,511,810
"Ocupantes presentes (029)",36704,4929,1133,3859,19814,2883,4086
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6632,908,202,679,3555,500,788
"Ocupantes presentes (032)",36073,4608,1080,3819,19709,2839,4018
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,3,2,,,,
"Ocupantes presentes (035)",13,11,2,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",72,57,7,,,,8
"Ocupantes presentes (038)",291,247,27,,,,17
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",6,5,1,,,,
"Ocupantes presentes (041)",25,20,5,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",58,7,2,7,23,10,9
"Ocupantes presentes (047)",252,28,13,40,96,37,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",10,4,1,,1,1,3
"Ocupantes presentes (050)",40,15,6,,9,7,3
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,,2
"Ocupantes presentes (053)",10,,,,,,10
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5348,3,1,33,2525,312,2474
"Ocupantes presentes (056)",28076,24,6,195,13724,1528,12599
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3498,3,1,25,1690,281,1498
"Ocupantes presentes (059)",18406,24,6,157,9222,1382,7615
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1837,,,8,833,30,966
"Ocupantes presentes (071)",9614,,,38,4500,145,4931
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,2,1,2
"Ocupantes presentes (077)",12,,,,2,1,9
"Otro tipo",,,,,,,
"Viviendas particulares (079)",8,,,,,,8
"Ocupantes presentes (080)",44,,,,,,44
