"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHANCHAMAYO (000)",64233,1471,23254,22282,14126,3100
"Empleado (001)",10095,87,3915,4189,1782,122
"Obrero (002)",13460,222,6159,4257,2374,448
"Trabajador independiente (003)",29731,223,8504,10953,8022,2029
"Empleador o patrono (004)",2817,4,591,1015,912,295
"Trabajador familiar no remunerado (005)",6900,881,3423,1546,861,189
"Trabajador del hogar (006)",1230,54,662,322,175,17
"Hombres (008)",46748,1010,17039,15553,10566,2580
"Empleado (009)",5415,43,1905,2254,1131,82
"Obrero (010)",11777,189,5494,3602,2088,404
"Trabajador independiente (011)",22883,158,6584,8172,6246,1723
"Empleador o patrono (012)",2355,3,479,840,773,260
"Trabajador familiar no remunerado (013)",4234,607,2516,678,325,108
"Trabajador del hogar (014)",84,10,61,7,3,3
"Mujeres (016)",17485,461,6215,6729,3560,520
"Empleado (017)",4680,44,2010,1935,651,40
"Obrero (018)",1683,33,665,655,286,44
"Trabajador independiente (019)",6848,65,1920,2781,1776,306
"Empleador o patrono (020)",462,1,112,175,139,35
"Trabajador familiar no remunerado (021)",2666,274,907,868,536,81
"Trabajador del hogar (022)",1146,44,601,315,172,14
,,,,,,
"URBANA (024)",35801,606,12562,13482,7926,1225
"Empleado (025)",8852,79,3456,3632,1577,108
"Obrero (026)",6169,73,2622,2119,1171,184
"Trabajador independiente (027)",16318,137,4786,6328,4282,785
"Empleador o patrono (028)",1249,2,282,505,386,74
"Trabajador familiar no remunerado (029)",2295,273,956,636,366,64
"Trabajador del hogar (030)",918,42,460,262,144,10
"Hombres (032)",23424,385,8278,8428,5396,937
"Empleado (033)",4714,41,1666,1933,997,77
"Obrero (034)",5323,60,2332,1745,1021,165
"Trabajador independiente (035)",11227,94,3425,4160,2948,600
"Empleador o patrono (036)",948,2,215,371,299,61
"Trabajador familiar no remunerado (037)",1167,182,608,215,128,34
"Trabajador del hogar (038)",45,6,32,4,3,
"Mujeres (040)",12377,221,4284,5054,2530,288
"Empleado (041)",4138,38,1790,1699,580,31
"Obrero (042)",846,13,290,374,150,19
"Trabajador independiente (043)",5091,43,1361,2168,1334,185
"Empleador o patrono (044)",301,,67,134,87,13
"Trabajador familiar no remunerado (045)",1128,91,348,421,238,30
"Trabajador del hogar (046)",873,36,428,258,141,10
,,,,,,
"RURAL (048)",28432,865,10692,8800,6200,1875
"Empleado (049)",1243,8,459,557,205,14
"Obrero (050)",7291,149,3537,2138,1203,264
"Trabajador independiente (051)",13413,86,3718,4625,3740,1244
"Empleador o patrono (052)",1568,2,309,510,526,221
"Trabajador familiar no remunerado (053)",4605,608,2467,910,495,125
"Trabajador del hogar (054)",312,12,202,60,31,7
"Hombres (056)",23324,625,8761,7125,5170,1643
"Empleado (057)",701,2,239,321,134,5
"Obrero (058)",6454,129,3162,1857,1067,239
"Trabajador independiente (059)",11656,64,3159,4012,3298,1123
"Empleador o patrono (060)",1407,1,264,469,474,199
"Trabajador familiar no remunerado (061)",3067,425,1908,463,197,74
"Trabajador del hogar (062)",39,4,29,3,,3
"Mujeres (064)",5108,240,1931,1675,1030,232
"Empleado (065)",542,6,220,236,71,9
"Obrero (066)",837,20,375,281,136,25
"Trabajador independiente (067)",1757,22,559,613,442,121
"Empleador o patrono (068)",161,1,45,41,52,22
"Trabajador familiar no remunerado (069)",1538,183,559,447,298,51
"Trabajador del hogar (070)",273,8,173,57,31,4
