"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia MANU",,,,,,,,
"Viviendas particulares (001)",4749,1231,1042,17,76,2333,8,42
"Ocupantes presentes (002)",18562,5170,4231,68,262,8610,11,210
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4022,812,997,15,67,2093,8,30
"Ocupantes presentes (005)",15495,3339,4072,56,235,7637,11,145
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",40,,6,,6,28,,
"Ocupantes presentes (011)",144,,22,,19,103,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",59,12,16,2,2,27,,
"Ocupantes presentes (014)",199,44,47,12,5,91,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",514,358,9,,,137,,10
"Ocupantes presentes (017)",2388,1610,48,,,667,,63
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",56,14,10,,,32,,
"Ocupantes presentes (020)",148,52,26,,,70,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",22,3,4,,1,14,,
"Ocupantes presentes (023)",61,4,16,,3,38,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",36,32,,,,2,,2
"Ocupantes presentes (026)",127,121,,,,4,,2
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1843,243,743,7,26,821,1,2
"Ocupantes presentes (029)",7013,1010,2886,36,76,2999,2,4
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1670,213,708,5,17,724,1,2
"Ocupantes presentes (032)",6478,908,2781,24,49,2710,2,4
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",40,,6,,6,28,,
"Ocupantes presentes (038)",144,,22,,19,103,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",59,12,16,2,2,27,,
"Ocupantes presentes (041)",199,44,47,12,5,91,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",56,14,10,,,32,,
"Ocupantes presentes (047)",148,52,26,,,70,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",15,1,3,,1,10,,
"Ocupantes presentes (050)",39,1,10,,3,25,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",3,3,,,,,,
"Ocupantes presentes (053)",5,5,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2906,988,299,10,50,1512,7,40
"Ocupantes presentes (056)",11549,4160,1345,32,186,5611,9,206
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2352,599,289,10,50,1369,7,28
"Ocupantes presentes (059)",9017,2431,1291,32,186,4927,9,141
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",514,358,9,,,137,,10
"Ocupantes presentes (071)",2388,1610,48,,,667,,63
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",7,2,1,,,4,,
"Ocupantes presentes (077)",22,3,6,,,13,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",33,29,,,,2,,2
"Ocupantes presentes (080)",122,116,,,,4,,2
