"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PISCO (000)",35531,279,822,2082,4234,6993,11925,9196
"De 12 a 14 años (001)",46,,,,,,1,45
"De 15 a 19 años (002)",946,,,,,,523,423
"De 20 a 24 años (003)",4073,,,,,13,2159,1901
"De 25 a 29 años (004)",4880,,,,,247,2910,1723
"De 30 a 34 años (005)",4733,,,,3,781,2777,1172
"De 35 a 39 años (006)",4472,,,,45,1413,2097,917
"De 40 a 44 años (007)",3755,,,,306,1679,1103,667
"De 45 a 49 años (008)",3141,,,13,731,1550,307,540
"De 50 y más años (009)",9485,279,822,2069,3149,1310,48,1808
"PEA (010)",12105,6,78,374,1278,2898,3859,3612
"De 12 a 14 años (011)",7,,,,,,,7
"De 15 a 19 años (012)",170,,,,,,86,84
"De 20 a 24 años (013)",1281,,,,,4,533,744
"De 25 a 29 años (014)",1838,,,,,84,936,818
"De 30 a 34 años (015)",1865,,,,1,362,928,574
"De 35 a 39 años (016)",1859,,,,23,617,767,452
"De 40 a 44 años (017)",1623,,,,138,735,454,296
"De 45 a 49 años (018)",1279,,,7,265,639,139,229
"De 50 y más años (019)",2183,6,78,367,851,457,16,408
"Ocupada (020)",11424,5,77,363,1240,2792,3627,3320
"De 12 a 14 años (021)",7,,,,,,,7
"De 15 a 19 años (022)",146,,,,,,73,73
"De 20 a 24 años (023)",1167,,,,,4,491,672
"De 25 a 29 años (024)",1698,,,,,81,883,734
"De 30 a 34 años (025)",1749,,,,1,339,878,531
"De 35 a 39 años (026)",1756,,,,23,592,724,417
"De 40 a 44 años (027)",1543,,,,133,706,428,276
"De 45 a 49 años (028)",1235,,,6,253,623,135,218
"De 50 y más años (029)",2123,5,77,357,830,447,15,392
"Desocupada (030)",681,1,1,11,38,106,232,292
"De 15 a 19 años (032)",24,,,,,,13,11
"De 20 a 24 años (033)",114,,,,,,42,72
"De 25 a 29 años (034)",140,,,,,3,53,84
"De 30 a 34 años (035)",116,,,,,23,50,43
"De 35 a 39 años (036)",103,,,,,25,43,35
"De 40 a 44 años (037)",80,,,,5,29,26,20
"De 45 a 49 años (038)",44,,,1,12,16,4,11
"De 50 y más años (039)",60,1,1,10,21,10,1,16
"No PEA (040)",23426,273,744,1708,2956,4095,8066,5584
"De 12 a 14 años (041)",39,,,,,,1,38
"De 15 a 19 años (042)",776,,,,,,437,339
"De 20 a 24 años (043)",2792,,,,,9,1626,1157
"De 25 a 29 años (044)",3042,,,,,163,1974,905
"De 30 a 34 años (045)",2868,,,,2,419,1849,598
"De 35 a 39 años (046)",2613,,,,22,796,1330,465
