"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SIHUAS (000)",8720,134,2534,2929,2275,848
"Agric., ganadería, caza y silvicultura (001)",5404,107,1502,1611,1479,705
"Explotación de minas y canteras (003)",26,,11,6,9,
"Industrias manufactureras (004)",148,1,37,52,47,11
"Suministro de electricidad, gas y agua (005)",13,,6,2,4,1
"Construcción (006)",480,1,154,182,124,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",385,6,96,142,112,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",20,,7,6,5,2
"Comercio al por mayor (009)",9,,1,5,3,
"Comercio al por menor (010)",356,6,88,131,104,27
"Hoteles y restaurantes (011)",93,5,20,36,28,4
"Trans., almac. y comunicaciones (012)",111,,51,44,14,2
"Intermediación financiera (013)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",96,,42,30,19,5
"Admin.pub. y defensa; p. segur.soc afil (015)",203,,69,94,34,6
"Enseñanza (016)",765,,127,419,218,1
"Servicios sociales y de salud (017)",85,,24,48,11,2
"Otras activ. serv.comun.soc y personales (018)",160,3,73,54,25,5
"Hogares privados con servicio doméstico (019)",135,4,66,38,20,7
"Actividad economica no especificada (021)",182,,54,54,48,26
"Desocupado (022)",432,7,201,116,83,25
"Hombres (023)",6029,89,1716,1960,1644,620
"Agric., ganadería, caza y silvicultura (024)",3952,80,1094,1143,1101,534
"Explotación de minas y canteras (026)",26,,11,6,9,
"Industrias manufactureras (027)",125,,28,46,41,10
"Suministro de electricidad, gas y agua (028)",13,,6,2,4,1
"Construcción (029)",463,1,150,176,119,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",183,2,42,67,59,13
"Venta, mant.y rep. veh.autom.y motoc. (031)",18,,5,6,5,2
"Comercio al por mayor (032)",5,,1,2,2,
"Comercio al por menor (033)",160,2,36,59,52,11
"Hoteles y restaurantes (034)",18,2,5,5,4,2
"Trans., almac. y comunicaciones (035)",100,,45,42,11,2
"Intermediación financiera (036)",1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",59,,21,18,16,4
"Admin.pub. y defensa; p. segur.soc afil (038)",161,,46,77,32,6
"Enseñanza (039)",428,,58,223,147,
"Servicios sociales y de salud (040)",34,,7,19,6,2
"Otras activ. serv.comun.soc y personales (041)",54,1,23,21,8,1
"Hogares privados con servicio doméstico (042)",5,,3,2,,
"Actividad economica no especificada (044)",60,,21,19,14,6
