"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CELENDIN",,,
"Viviendas particulares (001)",21318,7623,13695
"Ocupantes presentes (002)",88329,31285,57044
"Casa independiente",,,
"Viviendas particulares (004)",20409,7316,13093
"Ocupantes presentes (005)",84606,30018,54588
"Departamento en edificio",,,
"Viviendas particulares (007)",12,12,
"Ocupantes presentes (008)",30,30,
"Vivienda en quinta",,,
"Viviendas particulares (010)",139,139,
"Ocupantes presentes (011)",609,609,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",93,86,7
"Ocupantes presentes (014)",397,370,27
"Choza o cabaña",,,
"Viviendas particulares (016)",642,56,586
"Ocupantes presentes (017)",2646,231,2415
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,,1
"Ocupantes presentes (020)",2,,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",17,9,8
"Ocupantes presentes (023)",31,19,12
"Otro tipo",,,
"Viviendas particulares (025)",5,5,
"Ocupantes presentes (026)",8,8,
,,,
URBANA,,,
"Viviendas particulares (028)",5303,4405,898
"Ocupantes presentes (029)",22004,18549,3455
"Casa independiente",,,
"Viviendas particulares (031)",5046,4157,889
"Ocupantes presentes (032)",20942,17518,3424
"Departamento en edificio",,,
"Viviendas particulares (034)",12,12,
"Ocupantes presentes (035)",30,30,
"Vivienda en quinta",,,
"Viviendas particulares (037)",139,139,
"Ocupantes presentes (038)",609,609,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",93,86,7
"Ocupantes presentes (041)",397,370,27
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,,1
"Ocupantes presentes (047)",2,,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",9,8,1
"Ocupantes presentes (050)",20,18,2
"Otro tipo",,,
"Viviendas particulares (052)",3,3,
"Ocupantes presentes (053)",4,4,
,,,
RURAL,,,
"Viviendas particulares (055)",16015,3218,12797
"Ocupantes presentes (056)",66325,12736,53589
"Casa independiente",,,
"Viviendas particulares (058)",15363,3159,12204
"Ocupantes presentes (059)",63664,12500,51164
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",642,56,586
"Ocupantes presentes (071)",2646,231,2415
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",8,1,7
"Ocupantes presentes (077)",11,1,10
"Otro tipo",,,
"Viviendas particulares (079)",2,2,
"Ocupantes presentes (080)",4,4,
