"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PURUS (000)",1053,103,,240,397,81,144,30,58
"Empleado (001)",322,,,7,69,51,126,16,53
"Obrero (002)",140,8,,30,79,14,5,3,1
"Trabajador independiente (003)",453,66,,154,194,15,12,9,3
"Empleador o patrono (004)",9,2,,3,4,,,,
"Trabajador familiar no remunerado (005)",121,27,,44,46,,1,2,1
"Trabajador del hogar (006)",8,,,2,5,1,,,
"Hombres (008)",824,71,,193,336,65,95,22,42
"Empleado (009)",226,,,5,52,40,80,11,38
"Obrero (010)",119,3,,24,72,13,4,2,1
"Trabajador independiente (011)",404,58,,140,174,11,11,7,3
"Empleador o patrono (012)",4,,,1,3,,,,
"Trabajador familiar no remunerado (013)",66,10,,22,32,,,2,
"Trabajador del hogar (014)",5,,,1,3,1,,,
"Mujeres (016)",229,32,,47,61,16,49,8,16
"Empleado (017)",96,,,2,17,11,46,5,15
"Obrero (018)",21,5,,6,7,1,1,1,
"Trabajador independiente (019)",49,8,,14,20,4,1,2,
"Empleador o patrono (020)",5,2,,2,1,,,,
"Trabajador familiar no remunerado (021)",55,17,,22,14,,1,,1
"Trabajador del hogar (022)",3,,,1,2,,,,
,,,,,,,,,
"URBANA (024)",470,12,,63,182,50,91,23,49
"Empleado (025)",214,,,6,45,26,78,14,45
"Obrero (026)",93,5,,18,54,10,4,1,1
"Trabajador independiente (027)",129,6,,28,65,13,8,7,2
"Empleador o patrono (028)",1,,,,1,,,,
"Trabajador familiar no remunerado (029)",27,1,,9,14,,1,1,1
"Trabajador del hogar (030)",6,,,2,3,1,,,
"Hombres (032)",332,5,,42,141,39,53,17,35
"Empleado (033)",144,,,5,35,20,43,9,32
"Obrero (034)",76,1,,14,47,9,3,1,1
"Trabajador independiente (035)",94,3,,17,50,9,7,6,2
"Trabajador familiar no remunerado (037)",15,1,,5,8,,,1,
"Trabajador del hogar (038)",3,,,1,1,1,,,
"Mujeres (040)",138,7,,21,41,11,38,6,14
"Empleado (041)",70,,,1,10,6,35,5,13
"Obrero (042)",17,4,,4,7,1,1,,
"Trabajador independiente (043)",35,3,,11,15,4,1,1,
"Empleador o patrono (044)",1,,,,1,,,,
"Trabajador familiar no remunerado (045)",12,,,4,6,,1,,1
"Trabajador del hogar (046)",3,,,1,2,,,,
,,,,,,,,,
"RURAL (048)",583,91,,177,215,31,53,7,9
"Empleado (049)",108,,,1,24,25,48,2,8
"Obrero (050)",47,3,,12,25,4,1,2,
"Trabajador independiente (051)",324,60,,126,129,2,4,2,1
"Empleador o patrono (052)",8,2,,3,3,,,,
"Trabajador familiar no remunerado (053)",94,26,,35,32,,,1,
"Trabajador del hogar (054)",2,,,,2,,,,
"Hombres (056)",492,66,,151,195,26,42,5,7
"Empleado (057)",82,,,,17,20,37,2,6
"Obrero (058)",43,2,,10,25,4,1,1,
"Trabajador independiente (059)",310,55,,123,124,2,4,1,1
"Empleador o patrono (060)",4,,,1,3,,,,
"Trabajador familiar no remunerado (061)",51,9,,17,24,,,1,
"Trabajador del hogar (062)",2,,,,2,,,,
"Mujeres (064)",91,25,,26,20,5,11,2,2
"Empleado (065)",26,,,1,7,5,11,,2
"Obrero (066)",4,1,,2,,,,1,
"Trabajador independiente (067)",14,5,,3,5,,,1,
"Empleador o patrono (068)",4,2,,2,,,,,
"Trabajador familiar no remunerado (069)",43,17,,18,8,,,,
