"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACASMAYO (000)",33298,394,10172,12144,9099,1489
"Empleado (001)",7014,38,2071,2989,1775,141
"Obrero (002)",11850,132,4070,4230,3002,416
"Trabajador independiente (003)",9931,53,2239,3638,3311,690
"Empleador o patrono (004)",872,1,148,271,344,108
"Trabajador familiar no remunerado (005)",959,107,355,263,176,58
"Trabajador del hogar (006)",876,25,379,296,159,17
"Desocupado (008)",1796,38,910,457,332,59
"Hombres (009)",24085,278,7368,8536,6727,1176
"Empleado (010)",4055,24,1108,1706,1124,93
"Obrero (011)",10401,107,3597,3670,2652,375
"Trabajador independiente (012)",7048,42,1680,2494,2302,530
"Empleador o patrono (013)",746,1,120,235,292,98
"Trabajador familiar no remunerado (014)",472,74,214,96,57,31
"Trabajador del hogar (015)",43,7,20,6,10,
"Desocupado (017)",1320,23,629,329,290,49
"Mujeres (018)",9213,116,2804,3608,2372,313
"Empleado (019)",2959,14,963,1283,651,48
"Obrero (020)",1449,25,473,560,350,41
"Trabajador independiente (021)",2883,11,559,1144,1009,160
"Empleador o patrono (022)",126,,28,36,52,10
"Trabajador familiar no remunerado (023)",487,33,141,167,119,27
"Trabajador del hogar (024)",833,18,359,290,149,17
"Desocupado (026)",476,15,281,128,42,10
,,,,,,
"URBANA (027)",30939,349,9299,11428,8493,1370
"Empleado (028)",6872,37,2018,2924,1752,141
"Obrero (029)",10364,108,3485,3771,2642,358
"Trabajador independiente (030)",9613,53,2180,3535,3191,654
"Empleador o patrono (031)",754,1,130,241,292,90
"Trabajador familiar no remunerado (032)",885,98,322,244,166,55
"Trabajador del hogar (033)",848,24,363,290,154,17
"Desocupado (035)",1603,28,801,423,296,55
"Hombres (036)",22097,241,6655,7940,6198,1063
"Empleado (037)",3957,23,1076,1659,1106,93
"Obrero (038)",9085,88,3083,3265,2329,320
"Trabajador independiente (039)",6787,42,1634,2417,2199,495
"Empleador o patrono (040)",633,1,103,207,242,80
"Trabajador familiar no remunerado (041)",418,66,183,88,52,29
"Trabajador del hogar (042)",41,6,20,6,9,
"Desocupado (044)",1176,15,556,298,261,46
"Mujeres (045)",8842,108,2644,3488,2295,307
"Empleado (046)",2915,14,942,1265,646,48
"Obrero (047)",1279,20,402,506,313,38
"Trabajador independiente (048)",2826,11,546,1118,992,159
"Empleador o patrono (049)",121,,27,34,50,10
"Trabajador familiar no remunerado (050)",467,32,139,156,114,26
"Trabajador del hogar (051)",807,18,343,284,145,17
"Desocupado (053)",427,13,245,125,35,9
,,,,,,
"RURAL (054)",2359,45,873,716,606,119
"Empleado (055)",142,1,53,65,23,
"Obrero (056)",1486,24,585,459,360,58
"Trabajador independiente (057)",318,,59,103,120,36
"Empleador o patrono (058)",118,,18,30,52,18
"Trabajador familiar no remunerado (059)",74,9,33,19,10,3
"Trabajador del hogar (060)",28,1,16,6,5,
"Desocupado (062)",193,10,109,34,36,4
"Hombres (063)",1988,37,713,596,529,113
"Empleado (064)",98,1,32,47,18,
"Obrero (065)",1316,19,514,405,323,55
"Trabajador independiente (066)",261,,46,77,103,35
"Empleador o patrono (067)",113,,17,28,50,18
"Trabajador familiar no remunerado (068)",54,8,31,8,5,2
"Trabajador del hogar (069)",2,1,,,1,
"Desocupado (071)",144,8,73,31,29,3
"Mujeres (072)",371,8,160,120,77,6
"Empleado (073)",44,,21,18,5,
"Obrero (074)",170,5,71,54,37,3
"Trabajador independiente (075)",57,,13,26,17,1
"Empleador o patrono (076)",5,,1,2,2,
"Trabajador familiar no remunerado (077)",20,1,2,11,5,1
"Trabajador del hogar (078)",26,,16,6,4,
"Desocupado (080)",49,2,36,3,7,1
