"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PUNO (000)",62625,58856,327,13391,14322,10328,12116,5708,2202,462,3769,186180
"De 12 a 14 años (001)",42,19,2,15,2,,,,,,23,19
"De 15 a 19 años (002)",882,769,21,679,58,9,2,,,,113,830
"De 20 a 24 años (003)",5167,3943,55,2720,945,186,30,7,,,1224,5335
"De 25 a 29 años (004)",7524,6493,34,3139,2246,740,314,14,6,,1031,11304
"De 30 a 34 años (005)",7525,7067,35,2118,2586,1365,825,119,16,3,458,15840
"De 35 a 39 años (006)",7527,7273,20,1317,2452,1727,1360,339,46,12,254,19972
"De 40 a 44 años (007)",6562,6436,22,807,1746,1561,1559,560,151,30,126,20900
"De 45 a 49 años (008)",5782,5674,26,626,1311,1252,1515,620,274,50,108,20424
"De 50 y más años (009)",21614,21182,112,1970,2976,3488,6511,4049,1709,367,432,91556
"PEA (010)",34067,32233,183,7573,8424,5690,6359,2806,1009,189,1834,97817
"De 12 a 14 años (011)",6,5,,4,1,,,,,,1,6
"De 15 a 19 años (012)",357,320,8,284,24,3,1,,,,37,345
"De 20 a 24 años (013)",2445,1928,30,1346,444,94,12,2,,,517,2578
"De 25 a 29 años (014)",4016,3402,20,1714,1158,344,154,8,4,,614,5791
"De 30 a 34 años (015)",4459,4150,25,1371,1534,730,420,57,11,2,309,8902
"De 35 a 39 años (016)",4718,4564,16,908,1628,1012,781,190,25,4,154,12044
"De 40 a 44 años (017)",4289,4218,16,577,1230,1018,963,320,77,17,71,13116
"De 45 a 49 años (018)",3715,3665,20,436,907,827,952,345,161,17,50,12625
"De 50 y más años (019)",10062,9981,48,933,1498,1662,3076,1884,731,149,81,42410
