"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAÑETE (000)",200662,3954,57566,54078,41092,30199,13773
"Hombres (001)",100524,2002,29273,26880,20192,15177,7000
"Mujeres (002)",100138,1952,28293,27198,20900,15022,6773
"Viviendas particulares (003)",198348,3942,57348,53336,40264,29759,13699
"Hombres (004)",98734,1997,29138,26343,19511,14792,6953
"Mujeres (005)",99614,1945,28210,26993,20753,14967,6746
"Viviendas colectivas (006)",1692,10,171,549,620,302,40
"Hombres (007)",1303,4,104,397,517,262,19
"Mujeres (008)",389,6,67,152,103,40,21
"Otro tipo (009)",622,2,47,193,208,138,34
"Hombres (010)",487,1,31,140,164,123,28
"Mujeres (011)",135,1,16,53,44,15,6
,,,,,,,
"URBANA (012)",168584,3362,48712,45607,34557,25130,11216
"Hombres (013)",83795,1709,24724,22530,16734,12449,5649
"Mujeres (014)",84789,1653,23988,23077,17823,12681,5567
"Viviendas particulares (015)",166965,3350,48519,45059,34021,24872,11144
"Hombres (016)",82671,1704,24613,22175,16333,12242,5604
"Mujeres (017)",84294,1646,23906,22884,17688,12630,5540
"Viviendas colectivas (018)",997,10,146,355,328,120,38
"Hombres (019)",637,4,80,215,237,84,17
"Mujeres (020)",360,6,66,140,91,36,21
"Otro tipo (021)",622,2,47,193,208,138,34
"Hombres (022)",487,1,31,140,164,123,28
"Mujeres (023)",135,1,16,53,44,15,6
,,,,,,,
"RURAL (024)",32078,592,8854,8471,6535,5069,2557
"Hombres (025)",16729,293,4549,4350,3458,2728,1351
"Mujeres (026)",15349,299,4305,4121,3077,2341,1206
"Viviendas particulares (027)",31383,592,8829,8277,6243,4887,2555
"Hombres (028)",16063,293,4525,4168,3178,2550,1349
"Mujeres (029)",15320,299,4304,4109,3065,2337,1206
"Viviendas colectivas (030)",695,,25,194,292,182,2
"Hombres (031)",666,,24,182,280,178,2
"Mujeres (032)",29,,1,12,12,4,
