"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTABAMBA (000)",101,14,87
"Sin nivel (001)",6,1,5
"Primaria (003)",32,4,28
"Secundaria (004)",49,7,42
"Superior no univ. incompleta (005)",2,,2
"Superior no univ. completa (006)",5,1,4
"Superior univ. incompleta (007)",2,,2
"Superior univ. completa (008)",5,1,4
"Hombres (010)",88,9,79
"Sin nivel (011)",4,,4
"Primaria (013)",28,2,26
"Secundaria (014)",44,6,38
"Superior no univ. incompleta (015)",2,,2
"Superior no univ. completa (016)",5,1,4
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",3,,3
"Mujeres (020)",13,5,8
"Sin nivel (021)",2,1,1
"Primaria (023)",4,2,2
"Secundaria (024)",5,1,4
"Superior univ. completa (028)",2,1,1
,,,
"AREA URBANA (030)",79,13,66
"Sin nivel (031)",6,1,5
"Primaria (033)",23,3,20
"Secundaria (034)",40,7,33
"Superior no univ. completa (036)",4,1,3
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",5,1,4
"Hombres (040)",67,8,59
"Sin nivel (041)",4,,4
"Primaria (043)",20,1,19
"Secundaria (044)",35,6,29
"Superior no univ. completa (046)",4,1,3
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",3,,3
"Mujeres (050)",12,5,7
"Sin nivel (051)",2,1,1
"Primaria (053)",3,2,1
"Secundaria (054)",5,1,4
"Superior univ. completa (058)",2,1,1
,,,
"AREA RURAL (060)",22,1,21
"Primaria (063)",9,1,8
"Secundaria (064)",9,,9
"Superior no univ. incompleta (065)",2,,2
"Superior no univ. completa (066)",1,,1
"Superior univ. incompleta (067)",1,,1
"Hombres (070)",21,1,20
"Primaria (073)",8,1,7
"Secundaria (074)",9,,9
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",1,,1
"Superior univ. incompleta (077)",1,,1
"Mujeres (080)",1,,1
"Primaria (083)",1,,1
