"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAMANGA (000)",221390,82221,29440,9446,100717
"Menos de 1 año (001)",4242,2730,430,117,966
"De 1 a 14 años (002)",72668,42679,8999,2259,18815
"De 15 a 29 años (003)",64776,16725,4683,3633,39808
"De 30 a 44 años (004)",41094,9759,7254,1915,22319
"De 45 a 64 años (005)",26845,6633,6217,1134,12969
"De 65 y mas años (006)",11765,3695,1857,388,5840
"Hombres (008)",108027,38262,14042,5366,50649
"Menos de 1 año (009)",2210,1448,206,54,502
"De 1 a 14 años (010)",36918,21674,4566,1178,9547
"De 15 a 29 años (011)",31690,7121,2134,2117,20371
"De 30 a 44 años (012)",19511,3818,3108,1128,11560
"De 45 a 64 años (013)",12625,2694,3012,680,6314
"De 65 y mas años (014)",5073,1507,1016,209,2355
"Mujeres (016)",113363,43959,15398,4080,50068
"Menos de 1 año (017)",2032,1282,224,63,464
"De 1 a 14 años (018)",35750,21005,4433,1081,9268
"De 15 a 29 años (019)",33086,9604,2549,1516,19437
"De 30 a 44 años (020)",21583,5941,4146,787,10759
"De 45 a 64 años (021)",14220,3939,3205,454,6655
"De 65 y mas años (022)",6692,2188,841,179,3485
,,,,,
"URBANA (024)",161636,39292,28760,9249,84747
"Menos de 1 año (025)",2957,1582,423,113,840
"De 1 a 14 años (026)",49759,21993,8822,2228,16794
"De 15 a 29 años (027)",50546,7962,4570,3576,34506
"De 30 a 44 años (028)",31483,3951,7100,1892,18688
"De 45 a 64 años (029)",19416,2402,6072,1095,9951
"De 65 y mas años (030)",7475,1402,1773,345,3968
"Hombres (032)",78744,17908,13676,5255,42184
"Menos de 1 año (033)",1536,836,203,54,443
"De 1 a 14 años (034)",25237,11101,4479,1167,8535
"De 15 a 29 años (035)",24657,3212,2070,2083,17343
"De 30 a 44 años (036)",14857,1310,3030,1115,9501
"De 45 a 64 años (037)",9257,914,2934,654,4826
"De 65 y mas años (038)",3200,535,960,182,1536
"Mujeres (040)",82892,21384,15084,3994,42563
"Menos de 1 año (041)",1421,746,220,59,397
"De 1 a 14 años (042)",24522,10892,4343,1061,8259
"De 15 a 29 años (043)",25889,4750,2500,1493,17163
"De 30 a 44 años (044)",16626,2641,4070,777,9187
"De 45 a 64 años (045)",10159,1488,3138,441,5125
"De 65 y mas años (046)",4275,867,813,163,2432
,,,,,
"RURAL (048)",59754,42929,680,197,15970
"Menos de 1 año (049)",1285,1148,7,4,126
"De 1 a 14 años (050)",22909,20686,177,31,2021
"De 15 a 29 años (051)",14230,8763,113,57,5302
"De 30 a 44 años (052)",9611,5808,154,23,3631
"De 45 a 64 años (053)",7429,4231,145,39,3018
"De 65 y mas años (054)",4290,2293,84,43,1872
"Hombres (056)",29283,20354,366,111,8465
"Menos de 1 año (057)",674,612,3,,59
"De 1 a 14 años (058)",11681,10573,87,11,1012
"De 15 a 29 años (059)",7033,3909,64,34,3028
"De 30 a 44 años (060)",4654,2508,78,13,2059
"De 45 a 64 años (061)",3368,1780,78,26,1488
"De 65 y mas años (062)",1873,972,56,27,819
"Mujeres (064)",30471,22575,314,86,7505
"Menos de 1 año (065)",611,536,4,4,67
"De 1 a 14 años (066)",11228,10113,90,20,1009
"De 15 a 29 años (067)",7197,4854,49,23,2274
"De 30 a 44 años (068)",4957,3300,76,10,1572
"De 45 a 64 años (069)",4061,2451,67,13,1530
"De 65 y mas años (070)",2417,1321,28,16,1053
