"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PARURO (000)",8177,35,192,427,797,1597,2934,2195
"De 12 a 14 años (001)",33,,,,,,,33
"De 15 a 19 años (002)",213,,,,,,114,99
"De 20 a 24 años (003)",694,,,,,4,431,259
"De 25 a 29 años (004)",801,,,,,22,561,218
"De 30 a 34 años (005)",867,,,,,116,591,160
"De 35 a 39 años (006)",908,,,,3,223,556,126
"De 40 a 44 años (007)",938,,,,27,336,430,145
"De 45 a 49 años (008)",694,,,,59,331,207,97
"De 50 y más años (009)",3029,35,192,427,708,565,44,1058
"PEA (010)",2042,3,34,78,195,439,714,579
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",44,,,,,,23,21
"De 20 a 24 años (013)",171,,,,,2,89,80
"De 25 a 29 años (014)",213,,,,,5,127,81
"De 30 a 34 años (015)",242,,,,,37,155,50
"De 35 a 39 años (016)",248,,,,2,66,145,35
"De 40 a 44 años (017)",263,,,,9,100,114,40
"De 45 a 49 años (018)",185,,,,19,90,46,30
"De 50 y más años (019)",674,3,34,78,165,139,15,240
"Ocupada (020)",2018,2,34,77,193,435,704,573
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",43,,,,,,23,20
"De 20 a 24 años (023)",168,,,,,2,87,79
"De 25 a 29 años (024)",207,,,,,5,125,77
"De 30 a 34 años (025)",236,,,,,36,150,50
"De 35 a 39 años (026)",247,,,,2,66,144,35
"De 40 a 44 años (027)",262,,,,9,99,114,40
"De 45 a 49 años (028)",185,,,,19,90,46,30
"De 50 y más años (029)",668,2,34,77,163,137,15,240
"Desocupada (030)",24,1,,1,2,4,10,6
"De 15 a 19 años (032)",1,,,,,,,1
"De 20 a 24 años (033)",3,,,,,,2,1
"De 25 a 29 años (034)",6,,,,,,2,4
"De 30 a 34 años (035)",6,,,,,1,5,
"De 35 a 39 años (036)",1,,,,,,1,
"De 40 a 44 años (037)",1,,,,,1,,
"De 50 y más años (039)",6,1,,1,2,2,,
"No PEA (040)",6135,32,158,349,602,1158,2220,1616
"De 12 a 14 años (041)",31,,,,,,,31
"De 15 a 19 años (042)",169,,,,,,91,78
"De 20 a 24 años (043)",523,,,,,2,342,179
"De 25 a 29 años (044)",588,,,,,17,434,137
"De 30 a 34 años (045)",625,,,,,79,436,110
"De 35 a 39 años (046)",660,,,,1,157,411,91
"De 40 a 44 años (047)",675,,,,18,236,316,105
"De 45 a 49 años (048)",509,,,,40,241,161,67
"De 50 y más años (049)",2355,32,158,349,543,426,29,818
,,,,,,,,
"URBANA (060)",2934,17,85,159,275,611,853,934
