"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia UCAYALI (000)",61816,58511,2793,512
"Hombres (001)",32556,30947,1335,274
"Mujeres (002)",29260,27564,1458,238
"Menores de 1 año (003)",1783,1033,633,117
"Hombres (004)",915,545,309,61
"Mujeres (005)",868,488,324,56
"De 1 a 5 años (006)",9987,7783,1825,379
"Hombres (007)",5076,3966,900,210
"Mujeres (008)",4911,3817,925,169
"De 6 a 14 años (009)",14707,14641,62,4
"Hombres (010)",7502,7468,33,1
"Mujeres (011)",7205,7173,29,3
"De 15 a 29 años (012)",16001,15970,26,5
"Hombres (013)",8219,8204,14,1
"Mujeres (014)",7782,7766,12,4
"De 30 a 44 años (015)",10337,10307,30,
"Hombres (016)",5610,5601,9,
"Mujeres (017)",4727,4706,21,
"De 45 a 64 años (018)",6778,6721,56,1
"Hombres (019)",3938,3924,14,
"Mujeres (020)",2840,2797,42,1
"De 65 a más años (021)",2223,2056,161,6
"Hombres (022)",1296,1239,56,1
"Mujeres (023)",927,817,105,5
,,,,
"URBANA (024)",33885,32743,899,243
"Hombres (025)",17659,17105,424,130
"Mujeres (026)",16226,15638,475,113
"Menores de 1 año (027)",874,616,209,49
"Hombres (028)",463,335,100,28
"Mujeres (029)",411,281,109,21
"De 1 a 5 años (030)",4917,4171,560,186
"Hombres (031)",2494,2117,276,101
"Mujeres (032)",2423,2054,284,85
"De 6 a 14 años (033)",7784,7757,23,4
"Hombres (034)",3919,3909,9,1
"Mujeres (035)",3865,3848,14,3
"De 15 a 29 años (036)",9138,9129,6,3
"Hombres (037)",4636,4631,5,
"Mujeres (038)",4502,4498,1,3
"De 30 a 44 años (039)",5900,5887,13,
"Hombres (040)",3119,3114,5,
"Mujeres (041)",2781,2773,8,
"De 45 a 64 años (042)",3917,3906,11,
"Hombres (043)",2256,2255,1,
"Mujeres (044)",1661,1651,10,
"De 65 a más años (045)",1355,1277,77,1
"Hombres (046)",772,744,28,
"Mujeres (047)",583,533,49,1
,,,,
"RURAL (048)",27931,25768,1894,269
"Hombres (049)",14897,13842,911,144
"Mujeres (050)",13034,11926,983,125
"Menores de 1 año (051)",909,417,424,68
"Hombres (052)",452,210,209,33
"Mujeres (053)",457,207,215,35
"De 1 a 5 años (054)",5070,3612,1265,193
"Hombres (055)",2582,1849,624,109
"Mujeres (056)",2488,1763,641,84
"De 6 a 14 años (057)",6923,6884,39,
"Hombres (058)",3583,3559,24,
"Mujeres (059)",3340,3325,15,
"De 15 a 29 años (060)",6863,6841,20,2
"Hombres (061)",3583,3573,9,1
"Mujeres (062)",3280,3268,11,1
"De 30 a 44 años (063)",4437,4420,17,
"Hombres (064)",2491,2487,4,
"Mujeres (065)",1946,1933,13,
"De 45 a 64 años (066)",2861,2815,45,1
"Hombres (067)",1682,1669,13,
"Mujeres (068)",1179,1146,32,1
"De 65 a más años (069)",868,779,84,5
"Hombres (070)",524,495,28,1
"Mujeres (071)",344,284,56,4
