"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AYABACA (000)",116249,34402,31814,22089,18490,9454
"Hombres (001)",59558,17526,16756,11025,9334,4917
"Mujeres (002)",56691,16876,15058,11064,9156,4537
"PEA (003)",37404,983,12568,11172,9088,3593
"Hombres (004)",32252,814,10874,9433,7862,3269
"Mujeres (005)",5152,169,1694,1739,1226,324
"Ocupada (006)",35768,880,11667,10790,8905,3526
"Hombres (007)",30891,737,10156,9098,7696,3204
"Mujeres (008)",4877,143,1511,1692,1209,322
"Desocupada (009)",1636,103,901,382,183,67
"Hombres (010)",1361,77,718,335,166,65
"Mujeres (011)",275,26,183,47,17,2
"No PEA (012)",78845,33419,19246,10917,9402,5861
"Hombres (013)",27306,16712,5882,1592,1472,1648
"Mujeres (014)",51539,16707,13364,9325,7930,4213
,,,,,,
"URBANA (018)",14083,3105,4104,3215,2510,1149
"Hombres (019)",6996,1511,2052,1583,1268,582
"Mujeres (020)",7087,1594,2052,1632,1242,567
"PEA (021)",6055,130,1836,2175,1548,366
"Hombres (022)",3916,77,1164,1349,1029,297
"Mujeres (023)",2139,53,672,826,519,69
"Ocupada (024)",5694,122,1641,2081,1495,355
"Hombres (025)",3660,71,1034,1283,986,286
"Mujeres (026)",2034,51,607,798,509,69
"Desocupada (027)",361,8,195,94,53,11
"Hombres (028)",256,6,130,66,43,11
"Mujeres (029)",105,2,65,28,10,
"No PEA (030)",8028,2975,2268,1040,962,783
"Hombres (031)",3080,1434,888,234,239,285
"Mujeres (032)",4948,1541,1380,806,723,498
,,,,,,
"RURAL (036)",102166,31297,27710,18874,15980,8305
"Hombres (037)",52562,16015,14704,9442,8066,4335
"Mujeres (038)",49604,15282,13006,9432,7914,3970
"PEA (039)",31349,853,10732,8997,7540,3227
"Hombres (040)",28336,737,9710,8084,6833,2972
"Mujeres (041)",3013,116,1022,913,707,255
"Ocupada (042)",30074,758,10026,8709,7410,3171
"Hombres (043)",27231,666,9122,7815,6710,2918
"Mujeres (044)",2843,92,904,894,700,253
"Desocupada (045)",1275,95,706,288,130,56
"Hombres (046)",1105,71,588,269,123,54
"Mujeres (047)",170,24,118,19,7,2
"No PEA (048)",70817,30444,16978,9877,8440,5078
"Hombres (049)",24226,15278,4994,1358,1233,1363
"Mujeres (050)",46591,15166,11984,8519,7207,3715
