"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ILO (000)",1968,344,1624
"Sin nivel (001)",22,3,19
"Educación inicial (002)",1,,1
"Primaria (003)",198,13,185
"Secundaria (004)",765,152,613
"Superior no univ. incompleta (005)",237,44,193
"Superior no univ. completa (006)",350,53,297
"Superior univ. incompleta (007)",150,30,120
"Superior univ. completa (008)",245,49,196
"De 14 a 29 años (010)",949,273,676
"Sin nivel (011)",4,1,3
"Educación inicial (012)",1,,1
"Primaria (013)",27,8,19
"Secundaria (014)",382,127,255
"Superior no univ. incompleta (015)",143,34,109
"Superior no univ. completa (016)",191,40,151
"Superior univ. incompleta (017)",89,26,63
"Superior univ. completa (018)",112,37,75
"De 30 a 44 años (020)",640,59,581
"Sin nivel (021)",5,1,4
"Primaria (023)",62,3,59
"Secundaria (024)",244,20,224
"Superior no univ. incompleta (025)",69,8,61
"Superior no univ. completa (026)",115,12,103
"Superior univ. incompleta (027)",47,3,44
"Superior univ. completa (028)",98,12,86
"De 45 a 64 años (030)",343,12,331
"Sin nivel (031)",12,1,11
"Primaria (033)",90,2,88
"Secundaria (034)",129,5,124
"Superior no univ. incompleta (035)",25,2,23
"Superior no univ. completa (036)",42,1,41
"Superior univ. incompleta (037)",14,1,13
"Superior univ. completa (038)",31,,31
"De 65 y más años (040)",36,,36
"Sin nivel (041)",1,,1
"Primaria (043)",19,,19
"Secundaria (044)",10,,10
"Superior no univ. completa (046)",2,,2
"Superior univ. completa (048)",4,,4
,,,
"AREA URBANA (050)",1965,343,1622
"Sin nivel (051)",21,2,19
"Educación inicial (052)",1,,1
"Primaria (053)",198,13,185
"Secundaria (054)",764,152,612
"Superior no univ. incompleta (055)",237,44,193
"Superior no univ. completa (056)",350,53,297
"Superior univ. incompleta (057)",150,30,120
"Superior univ. completa (058)",244,49,195
"De 14 a 29 años (060)",947,272,675
"Sin nivel (061)",3,,3
"Educación inicial (062)",1,,1
"Primaria (063)",27,8,19
"Secundaria (064)",382,127,255
"Superior no univ. incompleta (065)",143,34,109
"Superior no univ. completa (066)",191,40,151
"Superior univ. incompleta (067)",89,26,63
"Superior univ. completa (068)",111,37,74
"De 30 a 44 años (070)",640,59,581
"Sin nivel (071)",5,1,4
"Primaria (073)",62,3,59
"Secundaria (074)",244,20,224
"Superior no univ. incompleta (075)",69,8,61
"Superior no univ. completa (076)",115,12,103
"Superior univ. incompleta (077)",47,3,44
"Superior univ. completa (078)",98,12,86
"De 45 a 64 años (080)",342,12,330
"Sin nivel (081)",12,1,11
"Primaria (083)",90,2,88
"Secundaria (084)",128,5,123
"Superior no univ. incompleta (085)",25,2,23
"Superior no univ. completa (086)",42,1,41
"Superior univ. incompleta (087)",14,1,13
"Superior univ. completa (088)",31,,31
"De 65 y más años (090)",36,,36
"Sin nivel (091)",1,,1
"Primaria (093)",19,,19
"Secundaria (094)",10,,10
"Superior no univ. completa (096)",2,,2
"Superior univ. completa (098)",4,,4
,,,
"AREA RURAL (100)",3,1,2
"Sin nivel (101)",1,1,
"Secundaria (104)",1,,1
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",2,1,1
"Sin nivel (111)",1,1,
"Superior univ. completa (118)",1,,1
"De 45 a 64 años (130)",1,,1
"Secundaria (134)",1,,1
