"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHICLAYO (000)",15098,4096,11002
"De 14 a 29 años (001)",8470,3320,5150
"De 30 a 44 años (002)",4023,650,3373
"De 45 a 64 años (003)",2211,126,2085
"De 65 y más años (004)",394,,394
"Hombres (005)",9920,2379,7541
"De 14 a 29 años (006)",5191,1914,3277
"De 30 a 44 años (007)",2630,379,2251
"De 45 a 64 años (008)",1752,86,1666
"De 65 y más años (009)",347,,347
"Mujeres (010)",5178,1717,3461
"De 14 a 29 años (011)",3279,1406,1873
"De 30 a 44 años (012)",1393,271,1122
"De 45 a 64 años (013)",459,40,419
"De 65 y más años (014)",47,,47
,,,
"AREA URBANA (015)",14054,3660,10394
"De 14 a 29 años (016)",7858,3013,4845
"De 30 a 44 años (017)",3759,558,3201
"De 45 a 64 años (018)",2067,89,1978
"De 65 y más años (019)",370,,370
"Hombres (020)",9131,2083,7048
"De 14 a 29 años (021)",4781,1730,3051
"De 30 a 44 años (022)",2411,301,2110
"De 45 a 64 años (023)",1614,52,1562
"De 65 y más años (024)",325,,325
"Mujeres (025)",4923,1577,3346
"De 14 a 29 años (026)",3077,1283,1794
"De 30 a 44 años (027)",1348,257,1091
"De 45 a 64 años (028)",453,37,416
"De 65 y más años (029)",45,,45
,,,
"AREA RURAL (030)",1044,436,608
"De 14 a 29 años (031)",612,307,305
"De 30 a 44 años (032)",264,92,172
"De 45 a 64 años (033)",144,37,107
"De 65 y más años (034)",24,,24
"Hombres (035)",789,296,493
"De 14 a 29 años (036)",410,184,226
"De 30 a 44 años (037)",219,78,141
"De 45 a 64 años (038)",138,34,104
"De 65 y más años (039)",22,,22
"Mujeres (040)",255,140,115
"De 14 a 29 años (041)",202,123,79
"De 30 a 44 años (042)",45,14,31
"De 45 a 64 años (043)",6,3,3
"De 65 y más años (044)",2,,2
