"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARI (000)",15680,3424,5120,5440,97,1378,221
"Agric., ganadería, caza y silvicultura (001)",6528,26,1557,3908,28,1009,
"Pesca (002)",4,,3,1,,,
"Explotación de minas y canteras (003)",1066,269,792,4,1,,
"Industrias manufactureras (004)",377,24,155,180,7,11,
"Suministro de electricidad, gas y agua (005)",81,8,72,1,,,
"Construcción (006)",1790,166,1515,90,9,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1071,150,177,618,11,115,
"Venta, mant.y rep. veh.autom y motoc. (008)",174,51,89,31,1,2,
"Comercio al por mayor (009)",43,9,4,24,3,3,
"Comercio al por menor (010)",854,90,84,563,7,110,
"Hoteles y restaurantes (011)",420,160,45,177,11,27,
"Trans., almac. y comunicaciones (012)",333,126,92,92,12,11,
"Intermediación financiera (013)",7,7,,,,,
"Activid.inmobil., empres. y alquileres (014)",555,442,84,24,3,2,
"Admin.pub. y defensa; p. segur soc.afil (015)",657,383,274,,,,
"Enseñanza (016)",1259,1209,5,40,,5,
"Servicios sociales y de salud (017)",234,211,6,10,3,4,
"Otras activ. serv.comun.soc y personales (018)",442,161,182,86,2,11,
"Hogares privados con servicio doméstico (019)",221,,,,,,221
"Actividad economica no especificada (021)",635,82,161,209,10,173,
"Hombres (022)",12857,2372,4812,4599,77,981,16
"Agric., ganadería, caza y silvicultura (023)",6088,25,1450,3743,28,842,
"Pesca (024)",4,,3,1,,,
"Explotación de minas y canteras (025)",1029,243,781,4,1,,
"Industrias manufactureras (026)",338,20,149,151,7,11,
"Suministro de electricidad, gas y agua (027)",79,8,70,1,,,
"Construcción (028)",1719,146,1465,89,9,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",650,118,176,311,6,39,
"Venta, mant.y rep. veh.autom y motoc. (030)",170,49,89,29,1,2,
"Comercio al por mayor (031)",24,6,3,13,2,,
"Comercio al por menor (032)",456,63,84,269,3,37,
"Hoteles y restaurantes (033)",162,87,20,41,4,10,
"Trans., almac. y comunicaciones (034)",305,109,89,87,11,9,
"Intermediación financiera (035)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (036)",497,391,83,20,3,,
"Admin.pub. y defensa; p. segur soc.afil (037)",538,290,248,,,,
"Enseñanza (038)",749,720,5,19,,5,
"Servicios sociales y de salud (039)",93,77,5,8,2,1,
"Otras activ. serv.comun.soc y personales (040)",329,99,170,53,1,6,
"Hogares privados con servicio doméstico (041)",16,,,,,,16
"Actividad economica no especificada (043)",256,34,98,71,5,48,
"Mujeres (044)",2823,1052,308,841,20,397,205
"Agric., ganadería, caza y silvicultura (045)",440,1,107,165,,167,
"Explotación de minas y canteras (047)",37,26,11,,,,
"Industrias manufactureras (048)",39,4,6,29,,,
"Suministro de electricidad, gas y agua (049)",2,,2,,,,
"Construcción (050)",71,20,50,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",421,32,1,307,5,76,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,2,,2,,,
"Comercio al por mayor (053)",19,3,1,11,1,3,
"Comercio al por menor (054)",398,27,,294,4,73,
"Hoteles y restaurantes (055)",258,73,25,136,7,17,
"Trans., almac. y comunicaciones (056)",28,17,3,5,1,2,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",58,51,1,4,,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",119,93,26,,,,
"Enseñanza (060)",510,489,,21,,,
"Servicios sociales y de salud (061)",141,134,1,2,1,3,
"Otras activ. serv.comun.soc y personales (062)",113,62,12,33,1,5,
"Hogares privados con servicio doméstico (063)",205,,,,,,205
"Actividad economica no especificada (065)",379,48,63,138,5,125,
,,,,,,,
"URBANA (066)",6172,2061,1414,2074,66,408,149
"Agric., ganadería, caza y silvicultura (067)",1653,16,454,969,17,197,
"Pesca (068)",1,,,1,,,
"Explotación de minas y canteras (069)",40,5,32,2,1,,
"Industrias manufactureras (070)",173,5,47,113,6,2,
"Suministro de electricidad, gas y agua (071)",16,1,15,,,,
"Construcción (072)",647,46,529,63,7,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",679,67,16,484,7,105,
"Venta, mant.y rep. veh.autom y motoc. (074)",47,8,10,26,1,2,
"Comercio al por mayor (075)",35,5,4,22,2,2,
"Comercio al por menor (076)",597,54,2,436,4,101,
"Hoteles y restaurantes (077)",262,74,20,145,6,17,
"Trans., almac. y comunicaciones (078)",179,57,35,69,9,9,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",174,129,19,21,3,2,
"Admin.pub. y defensa; p. segur soc.afil (081)",394,317,77,,,,
"Enseñanza (082)",1040,1008,2,25,,5,
"Servicios sociales y de salud (083)",185,167,2,9,3,4,
"Otras activ. serv.comun.soc y personales (084)",252,108,82,53,2,7,
"Hogares privados con servicio doméstico (085)",149,,,,,,149
"Actividad economica no especificada (087)",323,56,84,120,5,58,
"Hombres (088)",4380,1253,1283,1535,58,239,12
"Agric., ganadería, caza y silvicultura (089)",1539,15,415,929,17,163,
"Pesca (090)",1,,,1,,,
"Explotación de minas y canteras (091)",37,3,31,2,1,,
"Industrias manufactureras (092)",147,4,42,93,6,2,
"Suministro de electricidad, gas y agua (093)",16,1,15,,,,
"Construcción (094)",619,34,514,62,7,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",342,44,15,245,5,33,
"Venta, mant.y rep. veh.autom y motoc. (096)",46,8,10,25,1,2,
"Comercio al por mayor (097)",18,2,3,11,2,,
"Comercio al por menor (098)",278,34,2,209,2,31,
"Hoteles y restaurantes (099)",83,33,7,32,3,8,
"Trans., almac. y comunicaciones (100)",160,42,35,67,9,7,
"Intermediación financiera (101)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (102)",138,98,19,18,3,,
"Admin.pub. y defensa; p. segur soc.afil (103)",302,238,64,,,,
"Enseñanza (104)",617,597,2,13,,5,
"Servicios sociales y de salud (105)",71,59,2,7,2,1,
"Otras activ. serv.comun.soc y personales (106)",166,59,72,30,1,4,
"Hogares privados con servicio doméstico (107)",12,,,,,,12
"Actividad economica no especificada (109)",126,22,50,36,4,14,
"Mujeres (110)",1792,808,131,539,8,169,137
"Agric., ganadería, caza y silvicultura (111)",114,1,39,40,,34,
"Explotación de minas y canteras (113)",3,2,1,,,,
"Industrias manufactureras (114)",26,1,5,20,,,
"Construcción (116)",28,12,15,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",337,23,1,239,2,72,
"Venta, mant.y rep. veh.autom y motoc. (118)",1,,,1,,,
"Comercio al por mayor (119)",17,3,1,11,,2,
"Comercio al por menor (120)",319,20,,227,2,70,
"Hoteles y restaurantes (121)",179,41,13,113,3,9,
"Trans., almac. y comunicaciones (122)",19,15,,2,,2,
"Intermediación financiera (123)",1,1,,,,,
