"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",236470,58579,77113,49332,36593,14853
"Hombres (001)",115810,29939,38011,23330,17538,6992
"Mujeres (002)",120660,28640,39102,26002,19055,7861
"PEA (003)",95958,1976,33544,32874,22541,5023
"Hombres (004)",64923,1345,22932,21447,15339,3860
"Mujeres (005)",31035,631,10612,11427,7202,1163
"Ocupada (006)",90485,1737,30599,31417,21879,4853
"Hombres (007)",61447,1206,21138,20521,14861,3721
"Mujeres (008)",29038,531,9461,10896,7018,1132
"Desocupada (009)",5473,239,2945,1457,662,170
"Hombres (010)",3476,139,1794,926,478,139
"Mujeres (011)",1997,100,1151,531,184,31
"No PEA (012)",140512,56603,43569,16458,14052,9830
"Hombres (013)",50887,28594,15079,1883,2199,3132
"Mujeres (014)",89625,28009,28490,14575,11853,6698
,,,,,,
"URBANA (018)",144884,31546,49690,31473,23214,8961
"Hombres (019)",69295,15941,23979,14464,10812,4099
"Mujeres (020)",75589,15605,25711,17009,12402,4862
"PEA (021)",61784,933,20823,22570,14979,2479
"Hombres (022)",37280,591,12710,13139,9124,1716
"Mujeres (023)",24504,342,8113,9431,5855,763
"Ocupada (024)",58112,864,18907,21511,14473,2357
"Hombres (025)",35067,548,11616,12522,8768,1613
"Mujeres (026)",23045,316,7291,8989,5705,744
"Desocupada (027)",3672,69,1916,1059,506,122
"Hombres (028)",2213,43,1094,617,356,103
"Mujeres (029)",1459,26,822,442,150,19
"No PEA (030)",83100,30613,28867,8903,8235,6482
"Hombres (031)",32015,15350,11269,1325,1688,2383
"Mujeres (032)",51085,15263,17598,7578,6547,4099
,,,,,,
"RURAL (036)",91586,27033,27423,17859,13379,5892
"Hombres (037)",46515,13998,14032,8866,6726,2893
"Mujeres (038)",45071,13035,13391,8993,6653,2999
"PEA (039)",34174,1043,12721,10304,7562,2544
"Hombres (040)",27643,754,10222,8308,6215,2144
"Mujeres (041)",6531,289,2499,1996,1347,400
"Ocupada (042)",32373,873,11692,9906,7406,2496
"Hombres (043)",26380,658,9522,7999,6093,2108
"Mujeres (044)",5993,215,2170,1907,1313,388
"Desocupada (045)",1801,170,1029,398,156,48
"Hombres (046)",1263,96,700,309,122,36
"Mujeres (047)",538,74,329,89,34,12
"No PEA (048)",57412,25990,14702,7555,5817,3348
"Hombres (049)",18872,13244,3810,558,511,749
"Mujeres (050)",38540,12746,10892,6997,5306,2599
