"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia MOYOBAMBA (000)",65264,60529,4735
"Hombres (001)",34103,32152,1951
"Mujeres (002)",31161,28377,2784
"De 18 a 29 años (003)",24577,21893,2684
"Hombres (004)",12603,11233,1370
"Mujeres (005)",11974,10660,1314
"De 30 a 44 años (006)",22302,21542,760
"Hombres (007)",11655,11393,262
"Mujeres (008)",10647,10149,498
"De 45 a 64 años (009)",13727,13092,635
"Hombres (010)",7524,7371,153
"Mujeres (011)",6203,5721,482
"De 65 y más años (012)",4658,4002,656
"Hombres (013)",2321,2155,166
"Mujeres (014)",2337,1847,490
,,,
"URBANA (015)",41109,39272,1837
"Hombres (016)",20598,19880,718
"Mujeres (017)",20511,19392,1119
"De 18 a 29 años (018)",14124,13131,993
"Hombres (019)",6883,6383,500
"Mujeres (020)",7241,6748,493
"De 30 a 44 años (021)",14385,14125,260
"Hombres (022)",7143,7045,98
"Mujeres (023)",7242,7080,162
"De 45 a 64 años (024)",9243,8997,246
"Hombres (025)",4987,4931,56
"Mujeres (026)",4256,4066,190
"De 65 y más años (027)",3357,3019,338
"Hombres (028)",1585,1521,64
"Mujeres (029)",1772,1498,274
,,,
"RURAL (030)",24155,21257,2898
"Hombres (031)",13505,12272,1233
"Mujeres (032)",10650,8985,1665
"De 18 a 29 años (033)",10453,8762,1691
"Hombres (034)",5720,4850,870
"Mujeres (035)",4733,3912,821
"De 30 a 44 años (036)",7917,7417,500
"Hombres (037)",4512,4348,164
"Mujeres (038)",3405,3069,336
"De 45 a 64 años (039)",4484,4095,389
"Hombres (040)",2537,2440,97
"Mujeres (041)",1947,1655,292
"De 65 y más años (042)",1301,983,318
"Hombres (043)",736,634,102
"Mujeres (044)",565,349,216
