"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia YUNGAY",,,,,,,,,
"Viviendas particulares (001)",12784,7087,1108,134,5,199,3774,443,34
"Ocupantes presentes (002)",54181,30444,4855,569,16,847,15793,1563,94
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12628,7045,1104,127,5,193,3707,414,33
"Ocupantes presentes (005)",53577,30299,4831,540,16,820,15541,1437,93
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,8,1,,,,,,
"Ocupantes presentes (008)",36,34,2,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,20,2,,,,,,
"Ocupantes presentes (011)",87,69,18,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,13,,,,,,2,
"Ocupantes presentes (014)",50,41,,,,,,9,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",105,,,7,,6,65,27,
"Ocupantes presentes (017)",420,,,29,,27,247,117,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,1,,,,1,,1
"Ocupantes presentes (020)",9,,4,,,,4,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,,,,,1,,
"Ocupantes presentes (023)",2,1,,,,,1,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2972,2491,190,13,,16,137,103,22
"Ocupantes presentes (029)",12560,10609,826,40,,78,567,379,61
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2923,2450,186,13,,16,136,101,21
"Ocupantes presentes (032)",12378,10465,802,40,,78,563,370,60
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,8,1,,,,,,
"Ocupantes presentes (035)",36,34,2,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,20,2,,,,,,
"Ocupantes presentes (038)",87,69,18,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,13,,,,,,2,
"Ocupantes presentes (041)",50,41,,,,,,9,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,1,,,,1,,1
"Ocupantes presentes (047)",9,,4,,,,4,,1
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9812,4596,918,121,5,183,3637,340,12
"Ocupantes presentes (056)",41621,19835,4029,529,16,769,15226,1184,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9705,4595,918,114,5,177,3571,313,12
"Ocupantes presentes (059)",41199,19834,4029,500,16,742,14978,1067,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",105,,,7,,6,65,27,
"Ocupantes presentes (071)",420,,,29,,27,247,117,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,,,,,1,,
"Ocupantes presentes (077)",2,1,,,,,1,,
"Otro tipo",,,,,,,,,
