"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCA SANCOS (000)",7726,3936,743,76,2973
"Conviviente (001)",1646,803,136,23,684
"Separado(a) (002)",174,89,8,1,76
"Casado(a) (003)",2755,1252,358,35,1110
"Viudo(a) (004)",652,331,12,1,308
"Divorciado(a) (005)",33,10,3,,20
"Soltero(a) (006)",2466,1451,226,16,775
"Hombres (008)",3699,1622,390,65,1623
"Conviviente (009)",799,305,70,21,403
"Separado(a) (010)",48,14,2,1,31
"Casado(a) (011)",1394,540,196,31,627
"Viudo(a) (012)",124,44,2,1,77
"Divorciado(a) (013)",14,,2,,12
"Soltero(a) (014)",1320,719,118,11,473
"Mujeres (016)",4027,2314,353,11,1350
"Conviviente (017)",847,498,66,2,281
"Separado(a) (018)",126,75,6,,45
"Casado(a) (019)",1361,712,162,4,483
"Viudo(a) (020)",528,287,10,,231
"Divorciado(a) (021)",19,10,1,,8
"Soltero(a) (022)",1146,732,108,5,302
,,,,,
"URBANA (024)",5197,2536,641,48,1973
"Conviviente (025)",1056,480,115,13,448
"Separado(a) (026)",120,60,7,1,52
"Casado(a) (027)",1888,795,318,20,755
"Viudo(a) (028)",411,218,11,,182
"Divorciado(a) (029)",16,4,2,,10
"Soltero(a) (030)",1706,979,188,14,526
"Hombres (032)",2482,1032,329,39,1083
"Conviviente (033)",513,178,59,12,264
"Separado(a) (034)",30,7,2,1,20
"Casado(a) (035)",938,328,172,17,421
"Viudo(a) (036)",62,22,1,,39
"Divorciado(a) (037)",6,,1,,5
"Soltero(a) (038)",933,497,94,9,334
"Mujeres (040)",2715,1504,312,9,890
"Conviviente (041)",543,302,56,1,184
"Separado(a) (042)",90,53,5,,32
"Casado(a) (043)",950,467,146,3,334
"Viudo(a) (044)",349,196,10,,143
"Divorciado(a) (045)",10,4,1,,5
"Soltero(a) (046)",773,482,94,5,192
,,,,,
"RURAL (048)",2529,1400,102,28,1000
"Conviviente (049)",590,323,21,10,236
"Separado(a) (050)",54,29,1,,24
"Casado(a) (051)",867,457,40,15,355
"Viudo(a) (052)",241,113,1,1,126
"Divorciado(a) (053)",17,6,1,,10
"Soltero(a) (054)",760,472,38,2,249
"Hombres (056)",1217,590,61,26,540
"Conviviente (057)",286,127,11,9,139
"Separado(a) (058)",18,7,,,11
"Casado(a) (059)",456,212,24,14,206
"Viudo(a) (060)",62,22,1,1,38
"Divorciado(a) (061)",8,,1,,7
"Soltero(a) (062)",387,222,24,2,139
"Mujeres (064)",1312,810,41,2,460
"Conviviente (065)",304,196,10,1,97
"Separado(a) (066)",36,22,1,,13
"Casado(a) (067)",411,245,16,1,149
"Viudo(a) (068)",179,91,,,88
"Divorciado(a) (069)",9,6,,,3
"Soltero(a) (070)",373,250,14,,110
