"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PALLASCA (000)",25056,6696,6622,4979,4113,2646
"Hombres (001)",12648,3383,3433,2580,2074,1178
"Mujeres (002)",12408,3313,3189,2399,2039,1468
"PEA (003)",8496,124,2758,2850,2047,717
"Hombres (004)",6754,88,2168,2219,1693,586
"Mujeres (005)",1742,36,590,631,354,131
"Ocupada (006)",7928,104,2488,2688,1951,697
"Hombres (007)",6296,77,1973,2075,1603,568
"Mujeres (008)",1632,27,515,613,348,129
"Desocupada (009)",568,20,270,162,96,20
"Hombres (010)",458,11,195,144,90,18
"Mujeres (011)",110,9,75,18,6,2
"No PEA (012)",16560,6572,3864,2129,2066,1929
"Hombres (013)",5894,3295,1265,361,381,592
"Mujeres (014)",10666,3277,2599,1768,1685,1337
,,,,,,
"URBANA (018)",13171,3302,3418,2666,2284,1501
"Hombres (019)",6550,1650,1778,1353,1129,640
"Mujeres (020)",6621,1652,1640,1313,1155,861
"PEA (021)",4667,52,1454,1631,1150,380
"Hombres (022)",3495,36,1081,1175,909,294
"Mujeres (023)",1172,16,373,456,241,86
"Ocupada (024)",4358,46,1302,1546,1096,368
"Hombres (025)",3247,32,969,1105,859,282
"Mujeres (026)",1111,14,333,441,237,86
"Desocupada (027)",309,6,152,85,54,12
"Hombres (028)",248,4,112,70,50,12
"Mujeres (029)",61,2,40,15,4,
"No PEA (030)",8504,3250,1964,1035,1134,1121
"Hombres (031)",3055,1614,697,178,220,346
"Mujeres (032)",5449,1636,1267,857,914,775
,,,,,,
"RURAL (036)",11885,3394,3204,2313,1829,1145
"Hombres (037)",6098,1733,1655,1227,945,538
"Mujeres (038)",5787,1661,1549,1086,884,607
"PEA (039)",3829,72,1304,1219,897,337
"Hombres (040)",3259,52,1087,1044,784,292
"Mujeres (041)",570,20,217,175,113,45
"Ocupada (042)",3570,58,1186,1142,855,329
"Hombres (043)",3049,45,1004,970,744,286
"Mujeres (044)",521,13,182,172,111,43
"Desocupada (045)",259,14,118,77,42,8
"Hombres (046)",210,7,83,74,40,6
"Mujeres (047)",49,7,35,3,2,2
"No PEA (048)",8056,3322,1900,1094,932,808
"Hombres (049)",2839,1681,568,183,161,246
"Mujeres (050)",5217,1641,1332,911,771,562
