"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CALCA (000)",65407,1055,22792,16170,12196,9064,4130
"Hombres (001)",32940,521,11660,8341,6067,4476,1875
"Mujeres (002)",32467,534,11132,7829,6129,4588,2255
"Viviendas particulares (003)",64469,1052,22604,15868,11937,8916,4092
"Hombres (004)",32368,519,11569,8148,5893,4383,1856
"Mujeres (005)",32101,533,11035,7720,6044,4533,2236
"Viviendas colectivas (006)",397,,137,131,73,45,11
"Hombres (007)",222,,61,80,45,32,4
"Mujeres (008)",175,,76,51,28,13,7
"Otro tipo (009)",541,3,51,171,186,103,27
"Hombres (010)",350,2,30,113,129,61,15
"Mujeres (011)",191,1,21,58,57,42,12
,,,,,,,
"URBANA (012)",23117,329,7197,6287,4600,3210,1494
"Hombres (013)",11446,156,3684,3169,2218,1566,653
"Mujeres (014)",11671,173,3513,3118,2382,1644,841
"Viviendas particulares (015)",22287,326,7047,6025,4354,3079,1456
"Hombres (016)",10978,154,3631,3016,2054,1489,634
"Mujeres (017)",11309,172,3416,3009,2300,1590,822
"Viviendas colectivas (018)",289,,99,91,60,28,11
"Hombres (019)",118,,23,40,35,16,4
"Mujeres (020)",171,,76,51,25,12,7
"Otro tipo (021)",541,3,51,171,186,103,27
"Hombres (022)",350,2,30,113,129,61,15
"Mujeres (023)",191,1,21,58,57,42,12
,,,,,,,
"RURAL (024)",42290,726,15595,9883,7596,5854,2636
"Hombres (025)",21494,365,7976,5172,3849,2910,1222
"Mujeres (026)",20796,361,7619,4711,3747,2944,1414
"Viviendas particulares (027)",42182,726,15557,9843,7583,5837,2636
"Hombres (028)",21390,365,7938,5132,3839,2894,1222
"Mujeres (029)",20792,361,7619,4711,3744,2943,1414
"Viviendas colectivas (030)",108,,38,40,13,17,
"Hombres (031)",104,,38,40,10,16,
"Mujeres (032)",4,,,,3,1,
