"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MARTIN (000)",42994,40651,169,9577,9958,7547,7553,3630,1640,577,2343,128460
"De 12 a 14 años (001)",74,43,2,33,8,,,,,,31,49
"De 15 a 19 años (002)",1616,1406,24,1152,188,34,8,,,,210,1662
"De 20 a 24 años (003)",4848,3971,19,2523,1115,260,48,6,,,877,5771
"De 25 a 29 años (004)",5481,4850,18,2098,1675,734,302,21,2,,631,9062
"De 30 a 34 años (005)",5529,5279,21,1400,1905,1103,740,103,6,1,250,12384
"De 35 a 39 años (006)",5615,5482,14,842,1723,1487,1092,264,54,6,133,15666
"De 40 a 44 años (007)",4913,4852,15,544,1307,1272,1180,403,116,15,61,15809
"De 45 a 49 años (008)",3868,3825,11,339,852,980,1020,437,149,37,43,13868
"De 50 y más años (009)",11050,10943,45,646,1185,1677,3163,2396,1313,518,107,54189
"PEA (010)",18318,17064,62,4386,4642,3349,2872,1126,485,142,1254,49029
"De 12 a 14 años (011)",10,7,,5,2,,,,,,3,9
"De 15 a 19 años (012)",395,351,5,286,43,14,3,,,,44,426
"De 20 a 24 años (013)",1739,1282,7,887,298,71,17,2,,,457,1777
"De 25 a 29 años (014)",2338,1921,9,1002,577,232,90,11,,,417,3297
"De 30 a 34 años (015)",2709,2539,12,840,926,442,284,32,3,,170,5456
"De 35 a 39 años (016)",2877,2802,7,536,982,726,440,92,18,1,75,7326
"De 40 a 44 años (017)",2683,2648,8,363,799,677,564,182,51,4,35,8058
"De 45 a 49 años (018)",2047,2029,5,205,517,567,491,164,66,14,18,6838
"De 50 y más años (019)",3520,3485,9,262,498,620,983,643,347,123,35,15842
