"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAJABAMBA (000)",21089,18905,1090,570,524
"Empleado (001)",2206,983,441,403,379
"Obrero (002)",3095,2467,332,154,142
"Trabajador independiente (003)",11633,11389,244,,
"Empleador o patrono (004)",146,122,16,6,2
"Trabajador familiar no remunerado (005)",3464,3399,57,7,1
"Trabajador del hogar (006)",545,545,,,
"De 06 a 14 años (008)",618,594,23,1,
"Empleado (009)",25,24,1,,
"Obrero (010)",61,48,13,,
"Trabajador independiente (011)",114,110,4,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",372,366,5,1,
"Trabajador del hogar (014)",44,44,,,
"De 15 a 29 años (016)",7250,6601,356,138,155
"Empleado (017)",632,390,84,64,94
"Obrero (018)",1295,1024,144,67,60
"Trabajador independiente (019)",3116,3027,89,,
"Empleador o patrono (020)",43,35,4,3,1
"Trabajador familiar no remunerado (021)",1905,1866,35,4,
"Trabajador del hogar (022)",259,259,,,
"De 30 a 44 años (024)",6729,5716,486,295,232
"Empleado (025)",1080,412,255,233,180
"Obrero (026)",975,740,123,60,52
"Trabajador independiente (027)",3881,3790,91,,
"Empleador o patrono (028)",40,31,7,2,
"Trabajador familiar no remunerado (029)",639,629,10,,
"Trabajador del hogar (030)",114,114,,,
"De 45 a 64 años (032)",4761,4302,203,130,126
"Empleado (033)",438,134,98,104,102
"Obrero (034)",599,508,44,24,23
"Trabajador independiente (035)",3196,3142,54,,
"Empleador o patrono (036)",38,33,3,1,1
"Trabajador familiar no remunerado (037)",393,388,4,1,
"Trabajador del hogar (038)",97,97,,,
"De 65 y más años (040)",1731,1692,22,6,11
"Empleado (041)",31,23,3,2,3
"Obrero (042)",165,147,8,3,7
"Trabajador independiente (043)",1326,1320,6,,
"Empleador o patrono (044)",23,21,2,,
"Trabajador familiar no remunerado (045)",155,150,3,1,1
"Trabajador del hogar (046)",31,31,,,
,,,,,
"URBANA (048)",5854,4427,601,440,386
"Empleado (049)",1878,777,395,380,326
"Obrero (050)",719,525,86,51,57
"Trabajador independiente (051)",2564,2464,100,,
"Empleador o patrono (052)",67,50,9,6,2
"Trabajador familiar no remunerado (053)",353,338,11,3,1
"Trabajador del hogar (054)",273,273,,,
