"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MANU (000)",15136,1593,4239,4173,2852,1394,885
"Católica (001)",11821,1134,3359,3367,2248,1077,636
"Cristiana/Evangélica (002)",1793,247,479,404,325,187,151
"Otra (003)",926,137,220,225,179,93,72
"Ninguna (004)",596,75,181,177,100,37,26
"Hombres (006)",9002,827,2323,2500,1812,944,596
"Católica (007)",7094,591,1848,2040,1433,743,439
"Cristiana/Evangélica (008)",986,121,242,221,189,120,93
"Otra (009)",528,74,129,118,111,52,44
"Ninguna (010)",394,41,104,121,79,29,20
"Mujeres (012)",6134,766,1916,1673,1040,450,289
"Católica (013)",4727,543,1511,1327,815,334,197
"Cristiana/Evangélica (014)",807,126,237,183,136,67,58
"Otra (015)",398,63,91,107,68,41,28
"Ninguna (016)",202,34,77,56,21,8,6
,,,,,,,
"URBANA (018)",5175,761,1192,1361,1061,510,290
"Católica (019)",3889,512,910,1078,788,395,206
"Cristiana/Evangélica (020)",711,139,150,144,158,71,49
"Otra (021)",370,67,79,85,81,31,27
"Ninguna (022)",205,43,53,54,34,13,8
"Hombres (024)",2657,378,550,635,593,321,180
"Católica (025)",1980,250,407,514,432,249,128
"Cristiana/Evangélica (026)",346,63,67,58,88,42,28
"Otra (027)",200,41,46,31,46,20,16
"Ninguna (028)",131,24,30,32,27,10,8
"Mujeres (030)",2518,383,642,726,468,189,110
"Católica (031)",1909,262,503,564,356,146,78
"Cristiana/Evangélica (032)",365,76,83,86,70,29,21
"Otra (033)",170,26,33,54,35,11,11
"Ninguna (034)",74,19,23,22,7,3,
,,,,,,,
"RURAL (036)",9961,832,3047,2812,1791,884,595
"Católica (037)",7932,622,2449,2289,1460,682,430
"Cristiana/Evangélica (038)",1082,108,329,260,167,116,102
"Otra (039)",556,70,141,140,98,62,45
"Ninguna (040)",391,32,128,123,66,24,18
"Hombres (042)",6345,449,1773,1865,1219,623,416
"Católica (043)",5114,341,1441,1526,1001,494,311
"Cristiana/Evangélica (044)",640,58,175,163,101,78,65
"Otra (045)",328,33,83,87,65,32,28
"Ninguna (046)",263,17,74,89,52,19,12
"Mujeres (048)",3616,383,1274,947,572,261,179
"Católica (049)",2818,281,1008,763,459,188,119
"Cristiana/Evangélica (050)",442,50,154,97,66,38,37
"Otra (051)",228,37,58,53,33,30,17
"Ninguna (052)",128,15,54,34,14,5,6
