"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CHUPACA",,,,,,,,,
"Viviendas particulares (001)",12330,6271,373,123,5,787,3266,762,743
"Ocupantes presentes (002)",50902,27578,1641,447,20,3010,12639,2891,2676
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12021,6169,356,121,5,760,3122,748,740
"Ocupantes presentes (005)",49725,27009,1571,443,20,2927,12258,2824,2673
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",18,16,2,,,,,,
"Ocupantes presentes (008)",81,69,12,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",52,43,7,,,,,2,
"Ocupantes presentes (011)",315,272,32,,,,,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,28,5,1,,1,2,5,
"Ocupantes presentes (014)",240,174,18,3,,5,12,28,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",173,,,1,,26,141,3,2
"Ocupantes presentes (017)",465,,,1,,78,368,16,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,1,,,,1,,
"Ocupantes presentes (020)",5,,4,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",21,15,2,,,,,4,
"Ocupantes presentes (023)",70,54,4,,,,,12,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7198,4438,318,74,3,463,960,442,500
"Ocupantes presentes (029)",30381,19801,1373,277,11,1707,3798,1622,1792
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7064,4337,301,73,3,462,957,432,499
"Ocupantes presentes (032)",29675,19237,1303,274,11,1702,3785,1572,1791
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",18,16,2,,,,,,
"Ocupantes presentes (035)",81,69,12,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",52,43,7,,,,,2,
"Ocupantes presentes (038)",315,272,32,,,,,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,28,5,1,,1,2,5,
"Ocupantes presentes (041)",240,174,18,3,,5,12,28,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,1,,,,1,,
"Ocupantes presentes (047)",5,,4,,,,1,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",19,14,2,,,,,3,
"Ocupantes presentes (050)",64,49,4,,,,,11,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5132,1833,55,49,2,324,2306,320,243
"Ocupantes presentes (056)",20521,7777,268,170,9,1303,8841,1269,884
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4957,1832,55,48,2,298,2165,316,241
"Ocupantes presentes (059)",20050,7772,268,169,9,1225,8473,1252,882
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",173,,,1,,26,141,3,2
"Ocupantes presentes (071)",465,,,1,,78,368,16,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,,,,,,1,
"Ocupantes presentes (077)",6,5,,,,,,1,
"Otro tipo",,,,,,,,,
