"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CANDARAVE (000)",4034,400,988,1840,35,757,14
"Sin nivel (001)",382,2,48,218,4,109,1
"Educación inicial (002)",1,,,1,,,
"Primaria (003)",1381,26,299,721,20,312,3
"Secundaria (004)",1641,90,525,713,8,296,9
"Superior no univ. incompleta (005)",132,18,54,43,,17,
"Superior no univ. completa (006)",184,77,27,66,3,11,
"Superior univ. incompleta (007)",90,29,16,36,,8,1
"Superior univ. completa (008)",223,158,19,42,,4,
"Hombres (010)",2536,253,794,1223,24,239,3
"Sin nivel (011)",129,1,21,88,3,16,
"Primaria (013)",840,21,217,509,14,78,1
"Secundaria (014)",1139,69,449,492,5,123,1
"Superior no univ. incompleta (015)",92,10,48,25,,9,
"Superior no univ. completa (016)",125,42,25,50,2,6,
"Superior univ. incompleta (017)",78,25,16,31,,5,1
"Superior univ. completa (018)",133,85,18,28,,2,
"Mujeres (020)",1498,147,194,617,11,518,11
"Sin nivel (021)",253,1,27,130,1,93,1
"Educación inicial (022)",1,,,1,,,
"Primaria (023)",541,5,82,212,6,234,2
"Secundaria (024)",502,21,76,221,3,173,8
"Superior no univ. incompleta (025)",40,8,6,18,,8,
"Superior no univ. completa (026)",59,35,2,16,1,5,
"Superior univ. incompleta (027)",12,4,,5,,3,
"Superior univ. completa (028)",90,73,1,14,,2,
,,,,,,,
"URBANA (030)",2621,324,624,1146,31,486,10
"Sin nivel (031)",215,1,24,118,3,69,
"Primaria (033)",858,18,183,438,19,197,3
"Secundaria (034)",1060,71,340,449,8,186,6
"Superior no univ. incompleta (035)",93,16,35,29,,13,
"Superior no univ. completa (036)",142,67,21,43,1,10,
"Superior univ. incompleta (037)",80,24,12,35,,8,1
"Superior univ. completa (038)",173,127,9,34,,3,
"Hombres (040)",1620,198,509,738,20,153,2
"Sin nivel (041)",68,,11,44,2,11,
"Primaria (043)",508,14,135,298,13,47,1
"Secundaria (044)",724,54,289,302,5,74,
"Superior no univ. incompleta (045)",65,9,34,14,,8,
"Superior no univ. completa (046)",90,36,20,28,,6,
"Superior univ. incompleta (047)",68,20,12,30,,5,1
"Superior univ. completa (048)",97,65,8,22,,2,
"Mujeres (050)",1001,126,115,408,11,333,8
"Sin nivel (051)",147,1,13,74,1,58,
"Primaria (053)",350,4,48,140,6,150,2
"Secundaria (054)",336,17,51,147,3,112,6
"Superior no univ. incompleta (055)",28,7,1,15,,5,
"Superior no univ. completa (056)",52,31,1,15,1,4,
"Superior univ. incompleta (057)",12,4,,5,,3,
"Superior univ. completa (058)",76,62,1,12,,1,
,,,,,,,
"RURAL (060)",1413,76,364,694,4,271,4
"Sin nivel (061)",167,1,24,100,1,40,1
"Educación inicial (062)",1,,,1,,,
"Primaria (063)",523,8,116,283,1,115,
"Secundaria (064)",581,19,185,264,,110,3
"Superior no univ. incompleta (065)",39,2,19,14,,4,
"Superior no univ. completa (066)",42,10,6,23,2,1,
"Superior univ. incompleta (067)",10,5,4,1,,,
"Superior univ. completa (068)",50,31,10,8,,1,
"Hombres (070)",916,55,285,485,4,86,1
"Sin nivel (071)",61,1,10,44,1,5,
"Primaria (073)",332,7,82,211,1,31,
"Secundaria (074)",415,15,160,190,,49,1
"Superior no univ. incompleta (075)",27,1,14,11,,1,
"Superior no univ. completa (076)",35,6,5,22,2,,
"Superior univ. incompleta (077)",10,5,4,1,,,
"Superior univ. completa (078)",36,20,10,6,,,
"Mujeres (080)",497,21,79,209,,185,3
"Sin nivel (081)",106,,14,56,,35,1
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",191,1,34,72,,84,
"Secundaria (084)",166,4,25,74,,61,2
"Superior no univ. incompleta (085)",12,1,5,3,,3,
"Superior no univ. completa (086)",7,4,1,1,,1,
"Superior univ. completa (088)",14,11,,2,,1,
