"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SAN MARTIN (000)",102133,98612,3521
"Hombres (001)",52091,50423,1668
"Mujeres (002)",50042,48189,1853
"De 18 a 29 años (003)",36325,34325,2000
"Hombres (004)",18458,17344,1114
"Mujeres (005)",17867,16981,886
"De 30 a 44 años (006)",34215,33761,454
"Hombres (007)",17297,17068,229
"Mujeres (008)",16918,16693,225
"De 45 a 64 años (009)",23611,23234,377
"Hombres (010)",12571,12407,164
"Mujeres (011)",11040,10827,213
"De 65 y más años (012)",7982,7292,690
"Hombres (013)",3765,3604,161
"Mujeres (014)",4217,3688,529
,,,
"URBANA (015)",93790,90902,2888
"Hombres (016)",47226,45891,1335
"Mujeres (017)",46564,45011,1553
"De 18 a 29 años (018)",33250,31613,1637
"Hombres (019)",16721,15833,888
"Mujeres (020)",16529,15780,749
"De 30 a 44 años (021)",31527,31157,370
"Hombres (022)",15713,15516,197
"Mujeres (023)",15814,15641,173
"De 45 a 64 años (024)",21702,21421,281
"Hombres (025)",11403,11287,116
"Mujeres (026)",10299,10134,165
"De 65 y más años (027)",7311,6711,600
"Hombres (028)",3389,3255,134
"Mujeres (029)",3922,3456,466
,,,
"RURAL (030)",8343,7710,633
"Hombres (031)",4865,4532,333
"Mujeres (032)",3478,3178,300
"De 18 a 29 años (033)",3075,2712,363
"Hombres (034)",1737,1511,226
"Mujeres (035)",1338,1201,137
"De 30 a 44 años (036)",2688,2604,84
"Hombres (037)",1584,1552,32
"Mujeres (038)",1104,1052,52
"De 45 a 64 años (039)",1909,1813,96
"Hombres (040)",1168,1120,48
"Mujeres (041)",741,693,48
"De 65 y más años (042)",671,581,90
"Hombres (043)",376,349,27
"Mujeres (044)",295,232,63
