"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAYLLOMA (000)",55186,8126,10454,11938,9410,6279,8979
"Católica (001)",45736,6693,8596,9989,7871,5221,7366
"Cristiana/Evangélica (002)",5729,835,972,1100,934,727,1161
"Otra (003)",2471,401,541,514,416,247,352
"Ninguna (004)",1250,197,345,335,189,84,100
"Hombres (006)",28306,4206,5266,6027,4831,3357,4619
"Católica (007)",23612,3465,4336,5023,4132,2821,3835
"Cristiana/Evangélica (008)",2701,432,452,542,383,342,550
"Otra (009)",1228,200,267,259,194,136,172
"Ninguna (010)",765,109,211,203,122,58,62
"Mujeres (012)",26880,3920,5188,5911,4579,2922,4360
"Católica (013)",22124,3228,4260,4966,3739,2400,3531
"Cristiana/Evangélica (014)",3028,403,520,558,551,385,611
"Otra (015)",1243,201,274,255,222,111,180
"Ninguna (016)",485,88,134,132,67,26,38
,,,,,,,
"URBANA (018)",36490,5918,7088,7937,6430,3995,5122
"Católica (019)",29862,4790,5708,6555,5341,3316,4152
"Cristiana/Evangélica (020)",3837,633,689,763,639,441,672
"Otra (021)",1846,335,416,377,303,181,234
"Ninguna (022)",945,160,275,242,147,57,64
"Hombres (024)",18163,3008,3481,3814,3203,2092,2565
"Católica (025)",14929,2428,2801,3122,2718,1754,2106
"Cristiana/Evangélica (026)",1774,324,315,366,260,205,304
"Otra (027)",883,165,195,181,132,95,115
"Ninguna (028)",577,91,170,145,93,38,40
"Mujeres (030)",18327,2910,3607,4123,3227,1903,2557
"Católica (031)",14933,2362,2907,3433,2623,1562,2046
"Cristiana/Evangélica (032)",2063,309,374,397,379,236,368
"Otra (033)",963,170,221,196,171,86,119
"Ninguna (034)",368,69,105,97,54,19,24
,,,,,,,
"RURAL (036)",18696,2208,3366,4001,2980,2284,3857
"Católica (037)",15874,1903,2888,3434,2530,1905,3214
"Cristiana/Evangélica (038)",1892,202,283,337,295,286,489
"Otra (039)",625,66,125,137,113,66,118
"Ninguna (040)",305,37,70,93,42,27,36
"Hombres (042)",10143,1198,1785,2213,1628,1265,2054
"Católica (043)",8683,1037,1535,1901,1414,1067,1729
"Cristiana/Evangélica (044)",927,108,137,176,123,137,246
"Otra (045)",345,35,72,78,62,41,57
"Ninguna (046)",188,18,41,58,29,20,22
"Mujeres (048)",8553,1010,1581,1788,1352,1019,1803
"Católica (049)",7191,866,1353,1533,1116,838,1485
"Cristiana/Evangélica (050)",965,94,146,161,172,149,243
"Otra (051)",280,31,53,59,51,25,61
"Ninguna (052)",117,19,29,35,13,7,14
