"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUAMANGA (000)",221390,218693,1703,994
"Hombres (001)",108027,106784,721,522
"Mujeres (002)",113363,111909,982,472
"Menores de 1 año (003)",4242,3529,526,187
"Hombres (004)",2210,1844,265,101
"Mujeres (005)",2032,1685,261,86
"De 1 a 5 años (006)",24563,23158,648,757
"Hombres (007)",12553,11800,350,403
"Mujeres (008)",12010,11358,298,354
"De 6 a 14 años (009)",48105,48060,25,20
"Hombres (010)",24365,24341,14,10
"Mujeres (011)",23740,23719,11,10
"De 15 a 29 años (012)",64776,64748,21,7
"Hombres (013)",31690,31679,7,4
"Mujeres (014)",33086,33069,14,3
"De 30 a 44 años (015)",41094,41069,22,3
"Hombres (016)",19511,19503,7,1
"Mujeres (017)",21583,21566,15,2
"De 45 a 64 años (018)",26845,26789,54,2
"Hombres (019)",12625,12616,9,
"Mujeres (020)",14220,14173,45,2
"De 65 a más años (021)",11765,11340,407,18
"Hombres (022)",5073,5001,69,3
"Mujeres (023)",6692,6339,338,15
,,,,
"URBANA (024)",161636,159770,1252,614
"Hombres (025)",78744,77873,540,331
"Mujeres (026)",82892,81897,712,283
"Menores de 1 año (027)",2957,2446,407,104
"Hombres (028)",1536,1277,202,57
"Mujeres (029)",1421,1169,205,47
"De 1 a 5 años (030)",16408,15391,525,492
"Hombres (031)",8423,7875,280,268
"Mujeres (032)",7985,7516,245,224
"De 6 a 14 años (033)",33351,33328,15,8
"Hombres (034)",16814,16799,10,5
"Mujeres (035)",16537,16529,5,3
"De 15 a 29 años (036)",50546,50538,7,1
"Hombres (037)",24657,24654,3,
"Mujeres (038)",25889,25884,4,1
"De 30 a 44 años (039)",31483,31470,12,1
"Hombres (040)",14857,14853,4,
"Mujeres (041)",16626,16617,8,1
"De 45 a 64 años (042)",19416,19385,30,1
"Hombres (043)",9257,9253,4,
"Mujeres (044)",10159,10132,26,1
"De 65 a más años (045)",7475,7212,256,7
"Hombres (046)",3200,3162,37,1
"Mujeres (047)",4275,4050,219,6
,,,,
"RURAL (048)",59754,58923,451,380
"Hombres (049)",29283,28911,181,191
"Mujeres (050)",30471,30012,270,189
"Menores de 1 año (051)",1285,1083,119,83
"Hombres (052)",674,567,63,44
"Mujeres (053)",611,516,56,39
"De 1 a 5 años (054)",8155,7767,123,265
"Hombres (055)",4130,3925,70,135
"Mujeres (056)",4025,3842,53,130
"De 6 a 14 años (057)",14754,14732,10,12
"Hombres (058)",7551,7542,4,5
"Mujeres (059)",7203,7190,6,7
"De 15 a 29 años (060)",14230,14210,14,6
"Hombres (061)",7033,7025,4,4
"Mujeres (062)",7197,7185,10,2
"De 30 a 44 años (063)",9611,9599,10,2
"Hombres (064)",4654,4650,3,1
"Mujeres (065)",4957,4949,7,1
"De 45 a 64 años (066)",7429,7404,24,1
"Hombres (067)",3368,3363,5,
"Mujeres (068)",4061,4041,19,1
"De 65 a más años (069)",4290,4128,151,11
"Hombres (070)",1873,1839,32,2
"Mujeres (071)",2417,2289,119,9
