"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONDORCANQUI (000)",10367,9181,333,141,712
"Sin nivel (001)",1577,1559,14,3,1
"Educación inicial (002)",20,18,1,1,
"Primaria (003)",5069,4944,97,16,12
"Secundaria (004)",2601,2361,116,24,100
"Superior no univ. incompleta (005)",286,117,24,24,121
"Superior no univ. completa (006)",424,97,38,33,256
"Superior univ. incompleta (007)",103,41,8,7,47
"Superior univ. completa (008)",287,44,35,33,175
"De 06 a 14 años (010)",230,218,10,2,
"Sin nivel (011)",50,50,,,
"Educación inicial (012)",1,,,1,
"Primaria (013)",154,152,2,,
"Secundaria (014)",25,16,8,1,
"De 15 a 29 años (020)",4536,4177,123,39,197
"Sin nivel (021)",451,447,2,2,
"Educación inicial (022)",13,13,,,
"Primaria (023)",2280,2238,33,6,3
"Secundaria (024)",1468,1375,61,9,23
"Superior no univ. incompleta (025)",95,54,5,6,30
"Superior no univ. completa (026)",118,26,13,7,72
"Superior univ. incompleta (027)",36,14,3,2,17
"Superior univ. completa (028)",75,10,6,7,52
"De 30 a 44 años (030)",3652,3080,141,75,356
"Sin nivel (031)",433,424,8,1,
"Educación inicial (032)",6,5,1,,
"Primaria (033)",1762,1714,39,7,2
"Secundaria (034)",892,798,36,12,46
"Superior no univ. incompleta (035)",130,44,12,14,60
"Superior no univ. completa (036)",231,52,20,19,140
"Superior univ. incompleta (037)",41,16,1,5,19
"Superior univ. completa (038)",157,27,24,17,89
"De 45 a 64 años (040)",1758,1526,53,22,157
"Sin nivel (041)",538,533,4,,1
"Primaria (043)",811,780,21,3,7
"Secundaria (044)",208,164,11,2,31
"Superior no univ. incompleta (045)",59,18,6,4,31
"Superior no univ. completa (046)",72,17,5,7,43
"Superior univ. incompleta (047)",23,8,4,,11
"Superior univ. completa (048)",47,6,2,6,33
"De 65 y más años (050)",191,180,6,3,2
"Sin nivel (051)",105,105,,,
"Primaria (053)",62,60,2,,
"Secundaria (054)",8,8,,,
"Superior no univ. incompleta (055)",2,1,1,,
"Superior no univ. completa (056)",3,2,,,1
"Superior univ. incompleta (057)",3,3,,,
"Superior univ. completa (058)",8,1,3,3,1
,,,,,
"URBANA (060)",1617,1086,116,74,341
"Sin nivel (061)",63,61,1,1,
