"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PATAZ",,,,,,,,,
"Viviendas particulares (001)",16138,1536,405,221,11,1007,12175,497,286
"Ocupantes presentes (002)",73667,6951,1731,1105,47,4657,56046,1888,1242
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15624,1459,373,199,11,953,11895,460,274
"Ocupantes presentes (005)",71505,6664,1619,976,47,4394,54851,1759,1195
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,5,,,,,,,
"Ocupantes presentes (008)",19,19,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",51,36,5,,,,,10,
"Ocupantes presentes (011)",185,141,13,,,,,31,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",110,27,26,2,,4,43,7,1
"Ocupantes presentes (014)",378,101,96,4,,12,136,26,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",318,,,20,,48,222,18,10
"Ocupantes presentes (017)",1447,,,125,,241,985,58,38
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",11,6,,,,1,2,2,
"Ocupantes presentes (020)",45,20,,,,5,6,14,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,3,1,,,1,9,,1
"Ocupantes presentes (023)",64,6,3,,,5,44,,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,4,,
"Ocupantes presentes (026)",24,,,,,,24,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4441,1015,300,39,2,51,2806,164,64
"Ocupantes presentes (029)",18855,4426,1201,177,5,226,11975,596,249
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4258,938,268,37,2,46,2760,145,62
"Ocupantes presentes (032)",18211,4139,1089,173,5,209,11831,525,240
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,5,,,,,,,
"Ocupantes presentes (035)",19,19,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",51,36,5,,,,,10,
"Ocupantes presentes (038)",185,141,13,,,,,31,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",110,27,26,2,,4,43,7,1
"Ocupantes presentes (041)",378,101,96,4,,12,136,26,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",11,6,,,,1,2,2,
"Ocupantes presentes (047)",45,20,,,,5,6,14,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,3,1,,,,1,,1
"Ocupantes presentes (050)",17,6,3,,,,2,,6
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",11697,521,105,182,9,956,9369,333,222
"Ocupantes presentes (056)",54812,2525,530,928,42,4431,44071,1292,993
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",11366,521,105,162,9,907,9135,315,212
"Ocupantes presentes (059)",53294,2525,530,803,42,4185,43020,1234,955
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",318,,,20,,48,222,18,10
"Ocupantes presentes (071)",1447,,,125,,241,985,58,38
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,,,,,1,8,,
"Ocupantes presentes (077)",47,,,,,5,42,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",4,,,,,,4,,
"Ocupantes presentes (080)",24,,,,,,24,,
