"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PACASMAYO (000)",88301,10031,2369,28163,26814,4868,8253,2893,4910
"Jefe o Jefa (001)",24076,2308,11,7810,7150,1319,2855,656,1967
"Esposa(o)/ compa¤era(o) (002)",15725,1946,26,5131,4556,789,1926,294,1057
"Hijo(a)/ hijastro(a) (003)",34492,3687,1643,10762,11048,2035,2511,1483,1323
"Yerno/ nuera (004)",1946,34,2,283,843,203,323,90,168
"Nieto(a) (005)",5328,1050,543,1887,1328,167,128,159,66
"Padres/ suegros (006)",1003,389,,495,70,10,19,7,13
"Otro(a) pariente (007)",4773,529,130,1536,1534,273,379,161,231
"Trabajador(a) del hogar (008)",74,15,2,32,17,3,1,4,
"Pensionista (009)",114,4,,20,28,6,20,4,32
"Otro(a) no pariente (010)",770,69,12,207,240,63,91,35,53
"Hombres (012)",43324,3978,1175,13743,14130,2438,3772,1524,2564
"Jefe o Jefa (013)",17941,1162,7,5719,5766,1033,2143,539,1572
"Esposa(o)/ compa¤era(o) (014)",837,66,,251,304,46,95,19,56
"Hijo(a)/ hijastro(a) (015)",17543,1876,834,5566,5882,990,1040,727,628
"Yerno/ nuera (016)",962,13,2,138,414,98,150,48,99
"Nieto(a) (017)",2746,527,266,938,734,96,71,85,29
"Padres/ suegros (018)",311,84,,190,19,1,6,4,7
"Otro(a) pariente (019)",2482,213,57,809,844,145,202,84,128
"Trabajador(a) del hogar (020)",6,,,2,2,2,,,
"Pensionista (021)",80,4,,14,24,4,16,2,16
"Otro(a) no pariente (022)",416,33,9,116,141,23,49,16,29
"Mujeres (024)",44977,6053,1194,14420,12684,2430,4481,1369,2346
"Jefe o Jefa (025)",6135,1146,4,2091,1384,286,712,117,395
"Esposa(o)/ compa¤era(o) (026)",14888,1880,26,4880,4252,743,1831,275,1001
"Hijo(a)/ hijastro(a) (027)",16949,1811,809,5196,5166,1045,1471,756,695
"Yerno/ nuera (028)",984,21,,145,429,105,173,42,69
"Nieto(a) (029)",2582,523,277,949,594,71,57,74,37
"Padres/ suegros (030)",692,305,,305,51,9,13,3,6
"Otro(a) pariente (031)",2291,316,73,727,690,128,177,77,103
"Trabajador(a) del hogar (032)",68,15,2,30,15,1,1,4,
"Pensionista (033)",34,,,6,4,2,4,2,16
"Otro(a) no pariente (034)",354,36,3,91,99,40,42,19,24
,,,,,,,,,
"URBANA (036)",82064,8960,2206,25409,25133,4668,7997,2827,4864
"Jefe o Jefa (037)",22383,1996,10,6990,6704,1295,2791,649,1948
"Esposa(o)/ compa¤era(o) (038)",14536,1670,23,4556,4302,770,1874,286,1055
"Hijo(a)/ hijastro(a) (039)",31959,3353,1530,9734,10294,1901,2406,1440,1301
"Yerno/ nuera (040)",1797,33,2,240,765,200,301,90,166
"Nieto(a) (041)",4964,971,505,1735,1249,157,127,154,66
"Padres/ suegros (042)",962,368,,477,69,10,18,7,13
"Otro(a) pariente (043)",4533,485,123,1430,1473,265,369,158,230
