"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LEONCIO PRADO (000)",29351,96,471,1257,2995,6044,11506,6982
"De 12 a 14 años (001)",56,,,,,,14,42
"De 15 a 19 años (002)",1290,,,,,,813,477
"De 20 a 24 años (003)",3705,,,,,23,2217,1465
"De 25 a 29 años (004)",4173,,,,,301,2680,1192
"De 30 a 34 años (005)",3781,,,,,691,2283,807
"De 35 a 39 años (006)",3846,,,,54,1209,1936,647
"De 40 a 44 años (007)",3244,,,1,231,1432,1099,481
"De 45 a 49 años (008)",2685,,,27,571,1268,400,419
"De 50 y más años (009)",6571,96,471,1229,2139,1120,64,1452
"PEA (010)",10380,11,79,328,1241,2645,3420,2656
"De 12 a 14 años (011)",8,,,,,,2,6
"De 15 a 19 años (012)",240,,,,,,143,97
"De 20 a 24 años (013)",979,,,,,4,484,491
"De 25 a 29 años (014)",1348,,,,,106,738,504
"De 30 a 34 años (015)",1431,,,,,308,748,375
"De 35 a 39 años (016)",1608,,,,28,558,701,321
"De 40 a 44 años (017)",1481,,,,125,683,429,244
"De 45 a 49 años (018)",1234,,,16,299,577,149,193
"De 50 y más años (019)",2051,11,79,312,789,409,26,425
"Ocupada (020)",9965,11,76,318,1214,2572,3272,2502
"De 12 a 14 años (021)",7,,,,,,2,5
"De 15 a 19 años (022)",220,,,,,,132,88
"De 20 a 24 años (023)",895,,,,,3,454,438
"De 25 a 29 años (024)",1259,,,,,100,695,464
"De 30 a 34 años (025)",1366,,,,,293,719,354
"De 35 a 39 años (026)",1562,,,,28,540,682,312
"De 40 a 44 años (027)",1451,,,,124,672,417,238
"De 45 a 49 años (028)",1208,,,16,297,560,146,189
"De 50 y más años (029)",1997,11,76,302,765,404,25,414
"Desocupada (030)",415,,3,10,27,73,148,154
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",20,,,,,,11,9
"De 20 a 24 años (033)",84,,,,,1,30,53
"De 25 a 29 años (034)",89,,,,,6,43,40
"De 30 a 34 años (035)",65,,,,,15,29,21
"De 35 a 39 años (036)",46,,,,,18,19,9
"De 40 a 44 años (037)",30,,,,1,11,12,6
"De 45 a 49 años (038)",26,,,,2,17,3,4
"De 50 y más años (039)",54,,3,10,24,5,1,11
"No PEA (040)",18971,85,392,929,1754,3399,8086,4326
"De 12 a 14 años (041)",48,,,,,,12,36
"De 15 a 19 años (042)",1050,,,,,,670,380
"De 20 a 24 años (043)",2726,,,,,19,1733,974
"De 25 a 29 años (044)",2825,,,,,195,1942,688
"De 30 a 34 años (045)",2350,,,,,383,1535,432
