"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ANGARAES",,,,,,,,,
"Viviendas particulares (001)",13518,3831,707,924,24,1864,5404,340,424
"Ocupantes presentes (002)",55528,16342,2939,4142,85,7651,21393,1070,1906
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12279,3706,659,896,15,1532,4727,330,414
"Ocupantes presentes (005)",51169,15948,2770,4025,56,6453,19014,1032,1871
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,7,2,,,,,,
"Ocupantes presentes (008)",31,19,12,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",124,93,29,,,,,2,
"Ocupantes presentes (011)",420,289,125,,,,,6,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",47,22,16,,,1,5,1,2
"Ocupantes presentes (014)",136,79,30,,,2,16,3,6
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1039,,,25,9,331,666,2,6
"Ocupantes presentes (017)",3716,,,101,29,1196,2353,11,26
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",2,,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,3,,3,,,4,5,2
"Ocupantes presentes (023)",50,7,,16,,,6,18,3
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,2,,
"Ocupantes presentes (026)",4,,,,,,4,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4232,2117,385,169,1,108,1075,153,224
"Ocupantes presentes (029)",15911,8463,1409,728,1,386,3659,442,823
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4037,1992,337,166,1,107,1068,145,221
"Ocupantes presentes (032)",15277,8069,1240,712,1,384,3640,415,816
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,7,2,,,,,,
"Ocupantes presentes (035)",31,19,12,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",124,93,29,,,,,2,
"Ocupantes presentes (038)",420,289,125,,,,,6,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",47,22,16,,,1,5,1,2
"Ocupantes presentes (041)",136,79,30,,,2,16,3,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",2,,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,3,,3,,,2,5,1
"Ocupantes presentes (050)",45,7,,16,,,3,18,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9286,1714,322,755,23,1756,4329,187,200
"Ocupantes presentes (056)",39617,7879,1530,3414,84,7265,17734,628,1083
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8242,1714,322,730,14,1425,3659,185,193
"Ocupantes presentes (059)",35892,7879,1530,3313,55,6069,15374,617,1055
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1039,,,25,9,331,666,2,6
"Ocupantes presentes (071)",3716,,,101,29,1196,2353,11,26
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,2,,1
"Ocupantes presentes (077)",5,,,,,,3,,2
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,2,,
"Ocupantes presentes (080)",4,,,,,,4,,
