"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TALARA (000)",127209,2697,35329,34373,25212,22212,7386
"Jefe o Jefa (001)",30891,,17,4025,10203,11962,4684
"Esposa(o) / compañera(o) (002)",20592,,38,4460,8013,6601,1480
"Hijo(a) / hijastro(a) (003)",53665,1623,26913,19133,4299,1667,30
"Yerno / nuera (004)",2789,,26,1652,873,231,7
"Nieto(a) (005)",8896,837,6238,1664,149,8,
"Padres / suegros (006)",996,,,,25,291,680
"Otro(a) pariente (007)",7368,204,1887,2492,1209,1154,422
"Trabajador(a) del hogar (008)",147,,5,91,26,22,3
"Pensionistas (009)",290,,7,138,87,43,15
"Otro(a) no pariente (010)",1575,33,198,718,328,233,65
"Hombres (011)",63387,1372,18014,16982,12022,11398,3599
"Jefe o Jefa (012)",23188,,9,3121,7854,9156,3048
"Esposa(o) / compañera(o) (013)",1172,,27,268,412,374,91
"Hijo(a) / hijastro(a) (014)",27680,842,13673,10253,2134,767,11
"Yerno / nuera (015)",1351,,10,622,550,164,5
"Nieto(a) (016)",4657,410,3231,932,81,3,
"Padres / suegros (017)",316,,,,4,100,212
"Otro(a) pariente (018)",4016,100,969,1373,738,654,182
"Trabajador(a) del hogar (019)",13,,1,3,5,3,1
"Pensionistas (020)",190,,2,80,58,37,13
"Otro(a) no pariente (021)",804,20,92,330,186,140,36
"Mujeres (022)",63822,1325,17315,17391,13190,10814,3787
"Jefe o Jefa (023)",7703,,8,904,2349,2806,1636
"Esposa(o) / compañera(o) (024)",19420,,11,4192,7601,6227,1389
"Hijo(a) / hijastro(a) (025)",25985,781,13240,8880,2165,900,19
"Yerno / nuera (026)",1438,,16,1030,323,67,2
"Nieto(a) (027)",4239,427,3007,732,68,5,
"Padres / suegros (028)",680,,,,21,191,468
"Otro(a) pariente (029)",3352,104,918,1119,471,500,240
"Trabajador(a) del hogar (030)",134,,4,88,21,19,2
"Pensionistas (031)",100,,5,58,29,6,2
"Otro(a) no pariente (032)",771,13,106,388,142,93,29
,,,,,,,
"URBANA (033)",125021,2642,34717,33680,24795,21897,7290
"Jefe o Jefa (034)",30295,,17,3889,9989,11779,4621
"Esposa(o) / compañera(o) (035)",20220,,38,4318,7887,6509,1468
"Hijo(a) / hijastro(a) (036)",52786,1575,26384,18864,4272,1661,30
"Yerno / nuera (037)",2752,,25,1625,866,229,7
"Nieto(a) (038)",8842,834,6199,1653,148,8,
"Padres / suegros (039)",980,,,,25,286,669
"Otro(a) pariente (040)",7195,200,1844,2414,1182,1141,414
"Trabajador(a) del hogar (041)",136,,5,85,25,19,2
"Pensionistas (042)",279,,7,131,86,40,15
"Otro(a) no pariente (043)",1536,33,198,701,315,225,64
"Hombres (044)",62204,1351,17698,16616,11778,11218,3543
"Jefe o Jefa (045)",22689,,9,3008,7665,9004,3003
"Esposa(o) / compañera(o) (046)",1170,,27,266,412,374,91
"Hijo(a) / hijastro(a) (047)",27200,822,13398,10094,2112,763,11
"Yerno / nuera (048)",1335,,10,612,546,162,5
"Nieto(a) (049)",4630,410,3210,926,81,3,
"Padres / suegros (050)",309,,,,4,98,207
"Otro(a) pariente (051)",3902,99,949,1314,719,643,178
"Trabajador(a) del hogar (052)",11,,1,3,4,3,
"Pensionistas (053)",182,,2,76,57,34,13
"Otro(a) no pariente (054)",776,20,92,317,178,134,35
"Mujeres (055)",62817,1291,17019,17064,13017,10679,3747
"Jefe o Jefa (056)",7606,,8,881,2324,2775,1618
"Esposa(o) / compañera(o) (057)",19050,,11,4052,7475,6135,1377
"Hijo(a) / hijastro(a) (058)",25586,753,12986,8770,2160,898,19
"Yerno / nuera (059)",1417,,15,1013,320,67,2
"Nieto(a) (060)",4212,424,2989,727,67,5,
"Padres / suegros (061)",671,,,,21,188,462
"Otro(a) pariente (062)",3293,101,895,1100,463,498,236
"Trabajador(a) del hogar (063)",125,,4,82,21,16,2
"Pensionistas (064)",97,,5,55,29,6,2
"Otro(a) no pariente (065)",760,13,106,384,137,91,29
,,,,,,,
"RURAL (066)",2188,55,612,693,417,315,96
"Jefe o Jefa (067)",596,,,136,214,183,63
"Esposa(o) / compañera(o) (068)",372,,,142,126,92,12
"Hijo(a) / hijastro(a) (069)",879,48,529,269,27,6,
"Yerno / nuera (070)",37,,1,27,7,2,
"Nieto(a) (071)",54,3,39,11,1,,
"Padres / suegros (072)",16,,,,,5,11
"Otro(a) pariente (073)",173,4,43,78,27,13,8
"Trabajador(a) del hogar (074)",11,,,6,1,3,1
"Pensionistas (075)",11,,,7,1,3,
"Otro(a) no pariente (076)",39,,,17,13,8,1
"Hombres (077)",1183,21,316,366,244,180,56
"Jefe o Jefa (078)",499,,,113,189,152,45
"Esposa(o) / compañera(o) (079)",2,,,2,,,
"Hijo(a) / hijastro(a) (080)",480,20,275,159,22,4,
"Yerno / nuera (081)",16,,,10,4,2,
"Nieto(a) (082)",27,,21,6,,,
"Padres / suegros (083)",7,,,,,2,5
"Otro(a) pariente (084)",114,1,20,59,19,11,4
"Trabajador(a) del hogar (085)",2,,,,1,,1
"Pensionistas (086)",8,,,4,1,3,
"Otro(a) no pariente (087)",28,,,13,8,6,1
"Mujeres (088)",1005,34,296,327,173,135,40
"Jefe o Jefa (089)",97,,,23,25,31,18
"Esposa(o) / compañera(o) (090)",370,,,140,126,92,12
"Hijo(a) / hijastro(a) (091)",399,28,254,110,5,2,
"Yerno / nuera (092)",21,,1,17,3,,
"Nieto(a) (093)",27,3,18,5,1,,
"Padres / suegros (094)",9,,,,,3,6
"Otro(a) pariente (095)",59,3,23,19,8,2,4
"Trabajador(a) del hogar (096)",9,,,6,,3,
"Pensionistas (097)",3,,,3,,,
