"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUALLAGA (000)",9304,8154,648,213,289
"Empleado (001)",826,260,123,175,268
"Obrero (002)",1242,974,222,26,20
"Trabajador independiente (003)",5208,5015,193,,
"Empleador o patrono (004)",238,197,36,5,
"Trabajador familiar no remunerado (005)",1466,1384,74,7,1
"Trabajador del hogar (006)",324,324,,,
"De 06 a 14 años (008)",336,305,31,,
"Empleado (009)",1,,1,,
"Obrero (010)",39,32,7,,
"Trabajador independiente (011)",49,46,3,,
"Trabajador familiar no remunerado (013)",232,212,20,,
"Trabajador del hogar (014)",15,15,,,
"De 15 a 29 años (016)",3097,2775,224,42,56
"Empleado (017)",177,76,25,23,53
"Obrero (018)",534,413,108,10,3
"Trabajador independiente (019)",1382,1338,44,,
"Empleador o patrono (020)",70,57,9,4,
"Trabajador familiar no remunerado (021)",789,746,38,5,
"Trabajador del hogar (022)",145,145,,,
"De 30 a 44 años (024)",3166,2705,213,97,151
"Empleado (025)",400,111,60,89,140
"Obrero (026)",377,303,56,7,11
"Trabajador independiente (027)",1949,1876,73,,
"Empleador o patrono (028)",88,76,12,,
"Trabajador familiar no remunerado (029)",265,252,12,1,
"Trabajador del hogar (030)",87,87,,,
"De 45 a 64 años (032)",2139,1836,154,73,76
"Empleado (033)",239,70,36,63,70
"Obrero (034)",239,181,44,8,6
"Trabajador independiente (035)",1403,1342,61,,
"Empleador o patrono (036)",58,47,10,1,
"Trabajador familiar no remunerado (037)",138,134,3,1,
"Trabajador del hogar (038)",62,62,,,
"De 65 y más años (040)",566,533,26,1,6
"Empleado (041)",9,3,1,,5
"Obrero (042)",53,45,7,1,
"Trabajador independiente (043)",425,413,12,,
"Empleador o patrono (044)",22,17,5,,
"Trabajador familiar no remunerado (045)",42,40,1,,1
"Trabajador del hogar (046)",15,15,,,
,,,,,
"URBANA (048)",4969,4118,373,200,278
"Empleado (049)",759,219,111,170,259
"Obrero (050)",607,479,90,20,18
"Trabajador independiente (051)",2701,2568,133,,
"Empleador o patrono (052)",88,70,13,5,
"Trabajador familiar no remunerado (053)",574,542,26,5,1
"Trabajador del hogar (054)",240,240,,,
"De 06 a 14 años (056)",100,94,6,,
"Empleado (057)",1,,1,,
"Obrero (058)",15,13,2,,
