"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SANDIA",,,,,,,
"Viviendas particulares (001)",19006,1834,1750,149,13211,546,1516
"Ocupantes presentes (002)",61326,5306,4149,533,45499,1233,4606
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16797,1470,1589,138,11907,331,1362
"Ocupantes presentes (005)",56093,4410,3836,508,42212,840,4287
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",11,10,,,1,,
"Ocupantes presentes (011)",22,21,,,1,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",402,266,,2,119,1,14
"Ocupantes presentes (014)",1142,684,,6,400,4,48
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1710,76,159,9,1135,201,130
"Ocupantes presentes (017)",3815,152,304,19,2730,360,250
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",45,6,2,,33,1,3
"Ocupantes presentes (020)",156,22,9,,109,7,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",20,2,,,3,11,4
"Ocupantes presentes (023)",36,2,,,7,20,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",21,4,,,13,1,3
"Ocupantes presentes (026)",62,15,,,40,2,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4404,1258,11,65,2885,64,121
"Ocupantes presentes (029)",15848,3758,38,276,11128,193,455
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3933,971,9,63,2728,60,102
"Ocupantes presentes (032)",14499,3018,29,270,10610,179,393
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",11,10,,,1,,
"Ocupantes presentes (038)",22,21,,,1,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",402,266,,2,119,1,14
"Ocupantes presentes (041)",1142,684,,6,400,4,48
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",45,6,2,,33,1,3
"Ocupantes presentes (047)",156,22,9,,109,7,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",8,2,,,2,2,2
"Ocupantes presentes (050)",12,2,,,2,3,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,3,,,2,,
"Ocupantes presentes (053)",17,11,,,6,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",14602,576,1739,84,10326,482,1395
"Ocupantes presentes (056)",45478,1548,4111,257,34371,1040,4151
"Casa independiente",,,,,,,
"Viviendas particulares (058)",12864,499,1580,75,9179,271,1260
"Ocupantes presentes (059)",41594,1392,3807,238,31602,661,3894
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1710,76,159,9,1135,201,130
"Ocupantes presentes (071)",3815,152,304,19,2730,360,250
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",12,,,,1,9,2
"Ocupantes presentes (077)",24,,,,5,17,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",16,1,,,11,1,3
"Ocupantes presentes (080)",45,4,,,34,2,5
