"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia VIRU",,,,,,,,,
"Hogares (001)",18303,934,424,258,214,114,83,92,16184
"Ocupantes presentes (002)",75638,4028,1678,974,809,516,427,575,66631
"Casa independiente",,,,,,,,,
"Hogares (004)",16846,891,401,239,204,105,81,91,14834
"Ocupantes presentes (005)",71134,3875,1617,916,770,472,419,572,62493
"Departamento en edificio",,,,,,,,,
"Hogares (007)",90,6,5,1,,,,,78
"Ocupantes presentes (008)",271,25,11,3,,,,,232
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",441,15,6,9,5,4,2,1,399
"Ocupantes presentes (011)",1269,50,11,25,17,22,8,3,1133
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",350,10,5,5,3,2,,,325
"Ocupantes presentes (014)",1085,36,12,20,12,11,,,994
"Choza o cabaña",,,,,,,,,
"Hogares (016)",188,4,,2,,1,,,181
"Ocupantes presentes (017)",685,17,,6,,2,,,660
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",338,6,6,2,1,1,,,322
"Ocupantes presentes (020)",1084,23,25,4,6,4,,,1022
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",24,1,1,,1,1,,,20
"Ocupantes presentes (023)",76,1,2,,4,5,,,64
"Otro tipo",,,,,,,,,
"Hogares (025)",26,1,,,,,,,25
"Ocupantes presentes (026)",34,1,,,,,,,33
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",14013,709,324,217,188,96,73,87,12319
"Ocupantes presentes (029)",58044,3062,1296,825,712,448,388,546,50767
"Casa independiente",,,,,,,,,
"Hogares (031)",12748,670,301,200,178,88,71,86,11154
"Ocupantes presentes (032)",54245,2926,1235,773,673,406,380,543,47309
"Departamento en edificio",,,,,,,,,
"Hogares (034)",90,6,5,1,,,,,78
"Ocupantes presentes (035)",271,25,11,3,,,,,232
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",441,15,6,9,5,4,2,1,399
"Ocupantes presentes (038)",1269,50,11,25,17,22,8,3,1133
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",350,10,5,5,3,2,,,325
"Ocupantes presentes (041)",1085,36,12,20,12,11,,,994
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",338,6,6,2,1,1,,,322
"Ocupantes presentes (047)",1084,23,25,4,6,4,,,1022
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",20,1,1,,1,1,,,16
"Ocupantes presentes (050)",56,1,2,,4,5,,,44
"Otro tipo",,,,,,,,,
"Hogares (052)",26,1,,,,,,,25
"Ocupantes presentes (053)",34,1,,,,,,,33
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4290,225,100,41,26,18,10,5,3865
"Ocupantes presentes (056)",17594,966,382,149,97,68,39,29,15864
"Casa independiente",,,,,,,,,
"Hogares (058)",4098,221,100,39,26,17,10,5,3680
"Ocupantes presentes (059)",16889,949,382,143,97,66,39,29,15184
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",188,4,,2,,1,,,181
"Ocupantes presentes (071)",685,17,,6,,2,,,660
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",20,,,,,,,,20
"Otro tipo",,,,,,,,,
