"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARAZ (000)",131026,9853,21085,6335,94221
"Hombres (001)",63868,4790,10300,3696,45402
"Mujeres (002)",67158,5063,10785,2639,48819
"PEA (003)",56085,1474,10531,3480,40940
"Hombres (004)",36434,950,5971,2467,27312
"Mujeres (005)",19651,524,4560,1013,13628
"Ocupada (006)",52505,1393,10279,3389,37778
"Hombres (007)",33984,896,5827,2403,25121
"Mujeres (008)",18521,497,4452,986,12657
"Desocupada (009)",3580,81,252,91,3162
"Hombres (010)",2450,54,144,64,2191
"Mujeres (011)",1130,27,108,27,971
"No PEA (012)",74941,8379,10554,2855,53281
"Hombres (013)",27434,3840,4329,1229,18090
"Mujeres (014)",47507,4539,6225,1626,35191
,,,,,
"URBANA (018)",97618,4690,20037,5937,67353
"Hombres (019)",47367,2247,9674,3409,32290
"Mujeres (020)",50251,2443,10363,2528,35063
"PEA (021)",44307,1050,9969,3246,30316
"Hombres (022)",27007,641,5527,2258,18782
"Mujeres (023)",17300,409,4442,988,11534
"Ocupada (024)",41493,988,9727,3157,27889
"Hombres (025)",25203,604,5391,2196,17210
"Mujeres (026)",16290,384,4336,961,10679
"Desocupada (027)",2814,62,242,89,2427
"Hombres (028)",1804,37,136,62,1572
"Mujeres (029)",1010,25,106,27,855
"No PEA (030)",53311,3640,10068,2691,37037
"Hombres (031)",20360,1606,4147,1151,13508
"Mujeres (032)",32951,2034,5921,1540,23529
,,,,,
"RURAL (036)",33408,5163,1048,398,26868
"Hombres (037)",16501,2543,626,287,13112
"Mujeres (038)",16907,2620,422,111,13756
"PEA (039)",11778,424,562,234,10624
"Hombres (040)",9427,309,444,209,8530
"Mujeres (041)",2351,115,118,25,2094
"Ocupada (042)",11012,405,552,232,9889
"Hombres (043)",8781,292,436,207,7911
"Mujeres (044)",2231,113,116,25,1978
"Desocupada (045)",766,19,10,2,735
"Hombres (046)",646,17,8,2,619
"Mujeres (047)",120,2,2,,116
"No PEA (048)",21630,4739,486,164,16244
"Hombres (049)",7074,2234,182,78,4582
"Mujeres (050)",14556,2505,304,86,11662
