"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PACASMAYO",,,,,,
"Viviendas particulares (001)",23493,22989,434,62,7,1
"Ocupantes presentes (002)",93464,89306,3362,685,91,20
"Casa independiente",,,,,,
"Viviendas particulares (004)",23035,22540,428,60,6,1
"Ocupantes presentes (005)",91935,87844,3320,669,82,20
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",82,80,1,,1,
"Ocupantes presentes (008)",278,259,10,,9,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",243,238,3,2,,
"Ocupantes presentes (011)",785,750,19,16,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",77,75,2,,,
"Ocupantes presentes (014)",312,299,13,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",10,10,,,,
"Ocupantes presentes (017)",42,42,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",10,10,,,,
"Ocupantes presentes (020)",26,26,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",35,35,,,,
"Ocupantes presentes (023)",85,85,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",1,1,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",21827,21345,417,57,7,1
"Ocupantes presentes (029)",86805,82824,3244,626,91,20
"Casa independiente",,,,,,
"Viviendas particulares (031)",21379,20906,411,55,6,1
"Ocupantes presentes (032)",85318,81404,3202,610,82,20
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",82,80,1,,1,
"Ocupantes presentes (035)",278,259,10,,9,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",243,238,3,2,,
"Ocupantes presentes (038)",785,750,19,16,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",77,75,2,,,
"Ocupantes presentes (041)",312,299,13,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",10,10,,,,
"Ocupantes presentes (047)",26,26,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",35,35,,,,
"Ocupantes presentes (050)",85,85,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",1,1,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1666,1644,17,5,,
"Ocupantes presentes (056)",6659,6482,118,59,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1656,1634,17,5,,
"Ocupantes presentes (059)",6617,6440,118,59,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",10,10,,,,
"Ocupantes presentes (071)",42,42,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
