"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAMALIES (000)",66450,1375,25615,15782,11257,8552,3869
"Hombres (001)",33686,694,13107,8121,5541,4384,1839
"Mujeres (002)",32764,681,12508,7661,5716,4168,2030
"Viviendas particulares (003)",66022,1372,25571,15543,11160,8513,3863
"Hombres (004)",33377,693,13086,7939,5468,4356,1835
"Mujeres (005)",32645,679,12485,7604,5692,4157,2028
"Viviendas colectivas (006)",270,3,19,162,71,14,1
"Hombres (007)",204,1,11,130,52,10,
"Mujeres (008)",66,2,8,32,19,4,1
"Otro tipo (009)",158,,25,77,26,25,5
"Hombres (010)",105,,10,52,21,18,4
"Mujeres (011)",53,,15,25,5,7,1
,,,,,,,
"URBANA (012)",18696,366,6932,4395,3414,2452,1137
"Hombres (013)",9235,192,3535,2149,1612,1230,517
"Mujeres (014)",9461,174,3397,2246,1802,1222,620
"Viviendas particulares (015)",18272,363,6888,4158,3319,2413,1131
"Hombres (016)",8929,191,3514,1969,1540,1202,513
"Mujeres (017)",9343,172,3374,2189,1779,1211,618
"Viviendas colectivas (018)",267,3,19,161,69,14,1
"Hombres (019)",202,1,11,129,51,10,
"Mujeres (020)",65,2,8,32,18,4,1
"Otro tipo (021)",157,,25,76,26,25,5
"Hombres (022)",104,,10,51,21,18,4
"Mujeres (023)",53,,15,25,5,7,1
,,,,,,,
"RURAL (024)",47754,1009,18683,11387,7843,6100,2732
"Hombres (025)",24451,502,9572,5972,3929,3154,1322
"Mujeres (026)",23303,507,9111,5415,3914,2946,1410
"Viviendas particulares (027)",47750,1009,18683,11385,7841,6100,2732
"Hombres (028)",24448,502,9572,5970,3928,3154,1322
"Mujeres (029)",23302,507,9111,5415,3913,2946,1410
"Viviendas colectivas (030)",3,,,1,2,,
"Hombres (031)",2,,,1,1,,
"Mujeres (032)",1,,,,1,,
"Otro tipo (033)",1,,,1,,,
"Hombres (034)",1,,,1,,,
