"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia GRAN CHIMU (000)",344,183,161
"Sin nivel (001)",14,6,8
"Educación inicial (002)",1,1,
"Primaria (003)",197,112,85
"Secundaria (004)",104,52,52
"Superior no univ. incompleta (005)",5,3,2
"Superior no univ. completa (006)",12,4,8
"Superior univ. incompleta (007)",5,2,3
"Superior univ. completa (008)",6,3,3
"Hombres (010)",292,148,144
"Sin nivel (011)",13,6,7
"Educación inicial (012)",1,1,
"Primaria (013)",169,91,78
"Secundaria (014)",90,42,48
"Superior no univ. incompleta (015)",3,1,2
"Superior no univ. completa (016)",8,3,5
"Superior univ. incompleta (017)",4,2,2
"Superior univ. completa (018)",4,2,2
"Mujeres (020)",52,35,17
"Sin nivel (021)",1,,1
"Primaria (023)",28,21,7
"Secundaria (024)",14,10,4
"Superior no univ. incompleta (025)",2,2,
"Superior no univ. completa (026)",4,1,3
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",2,1,1
,,,
"AREA URBANA (030)",65,25,40
"Sin nivel (031)",2,,2
"Educación inicial (032)",1,1,
"Primaria (033)",18,7,11
"Secundaria (034)",29,12,17
"Superior no univ. incompleta (035)",3,1,2
"Superior no univ. completa (036)",5,1,4
"Superior univ. incompleta (037)",3,1,2
"Superior univ. completa (038)",4,2,2
"Hombres (040)",53,18,35
"Sin nivel (041)",2,,2
"Educación inicial (042)",1,1,
"Primaria (043)",18,7,11
"Secundaria (044)",23,7,16
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",3,1,2
"Superior univ. incompleta (047)",2,1,1
"Superior univ. completa (048)",2,1,1
"Mujeres (050)",12,7,5
"Secundaria (054)",6,5,1
"Superior no univ. incompleta (055)",1,1,
"Superior no univ. completa (056)",2,,2
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",2,1,1
,,,
"AREA RURAL (060)",279,158,121
"Sin nivel (061)",12,6,6
"Primaria (063)",179,105,74
"Secundaria (064)",75,40,35
"Superior no univ. incompleta (065)",2,2,
"Superior no univ. completa (066)",7,3,4
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",2,1,1
"Hombres (070)",239,130,109
"Sin nivel (071)",11,6,5
"Primaria (073)",151,84,67
"Secundaria (074)",67,35,32
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",5,2,3
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",2,1,1
"Mujeres (080)",40,28,12
"Sin nivel (081)",1,,1
"Primaria (083)",28,21,7
"Secundaria (084)",8,5,3
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",2,1,1
