"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5304,1633,3671
"Red pública dentro de la vivienda (001)",178,41,137
"Red pública fuera de la vivienda (002)",255,9,246
"Pilón de uso público (003)",21,5,16
"Camión - cisterna u otro similar (004)",2,,2
"Pozo (005)",145,12,133
"Río, acequia, manatial o similar (006)",4547,1534,3013
"Vecino (007)",138,31,107
"Otro (008)",18,1,17
,,,
"URBANA (010)",931,854,77
"Red pública dentro de la vivienda (011)",32,32,
"Red pública fuera de la vivienda (012)",9,9,
"Pilón de uso público (013)",2,2,
"Pozo (015)",4,3,1
"Río, acequia, manatial o similar (016)",871,799,72
"Vecino (017)",11,8,3
"Otro (018)",2,1,1
,,,
"RURAL (020)",4373,779,3594
"Red pública dentro de la vivienda (021)",146,9,137
"Red pública fuera de la vivienda (022)",246,,246
"Pilón de uso público (023)",19,3,16
"Camión - cisterna u otro similar (024)",2,,2
"Pozo (025)",141,9,132
"Río, acequia, manatial o similar (026)",3676,735,2941
"Vecino (027)",127,23,104
"Otro (028)",16,,16
