"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MARAÑON (000)",15888,8438,26,119,6768,149,11,36,,341
"Hombres (001)",6017,4535,16,57,1044,84,9,23,,249
"Mujeres (002)",9871,3903,10,62,5724,65,2,13,,92
"De 06 a 14 años (003)",6819,6539,,,128,58,,10,,84
"Hombres (004)",3558,3424,,,53,31,,7,,43
"Mujeres (005)",3261,3115,,,75,27,,3,,41
"De 15 a 29 años (006)",4236,1843,1,38,2256,,3,5,,90
"Hombres (007)",1498,1095,,17,309,,2,3,,72
"Mujeres (008)",2738,748,1,21,1947,,1,2,,18
"De 30 a 44 años (009)",2157,38,2,31,2026,,2,2,,56
"Hombres (010)",323,12,2,16,240,,2,1,,50
"Mujeres (011)",1834,26,,15,1786,,,1,,6
"De 45 a 64 años (012)",1778,16,14,25,1644,1,6,9,,63
"Hombres (013)",351,4,10,14,258,,5,6,,54
"Mujeres (014)",1427,12,4,11,1386,1,1,3,,9
"De 65 y más años (015)",898,2,9,25,714,90,,10,,48
"Hombres (016)",287,,4,10,184,53,,6,,30
"Mujeres (017)",611,2,5,15,530,37,,4,,18
,,,,,,,,,,
"AREA URBANA (018)",2272,1349,14,25,824,19,3,,,38
"Hombres (019)",949,740,9,13,152,7,3,,,25
"Mujeres (020)",1323,609,5,12,672,12,,,,13
"De 06 a 14 años (021)",993,959,,,24,4,,,,6
"Hombres (022)",524,507,,,12,2,,,,3
"Mujeres (023)",469,452,,,12,2,,,,3
"De 15 a 29 años (024)",664,383,,8,259,,,,,14
"Hombres (025)",290,229,,4,47,,,,,10
"Mujeres (026)",374,154,,4,212,,,,,4
"De 30 a 44 años (027)",280,6,,11,255,,2,,,6
"Hombres (028)",56,4,,7,38,,2,,,5
"Mujeres (029)",224,2,,4,217,,,,,1
"De 45 a 64 años (030)",202,,9,,189,,1,,,3
"Hombres (031)",43,,6,,33,,1,,,3
"Mujeres (032)",159,,3,,156,,,,,
"De 65 y más años (033)",133,1,5,6,97,15,,,,9
"Hombres (034)",36,,3,2,22,5,,,,4
"Mujeres (035)",97,1,2,4,75,10,,,,5
,,,,,,,,,,
"AREA RURAL (036)",13616,7089,12,94,5944,130,8,36,,303
"Hombres (037)",5068,3795,7,44,892,77,6,23,,224
"Mujeres (038)",8548,3294,5,50,5052,53,2,13,,79
"De 06 a 14 años (039)",5826,5580,,,104,54,,10,,78
"Hombres (040)",3034,2917,,,41,29,,7,,40
"Mujeres (041)",2792,2663,,,63,25,,3,,38
"De 15 a 29 años (042)",3572,1460,1,30,1997,,3,5,,76
"Hombres (043)",1208,866,,13,262,,2,3,,62
"Mujeres (044)",2364,594,1,17,1735,,1,2,,14
"De 30 a 44 años (045)",1877,32,2,20,1771,,,2,,50
"Hombres (046)",267,8,2,9,202,,,1,,45
"Mujeres (047)",1610,24,,11,1569,,,1,,5
"De 45 a 64 años (048)",1576,16,5,25,1455,1,5,9,,60
"Hombres (049)",308,4,4,14,225,,4,6,,51
"Mujeres (050)",1268,12,1,11,1230,1,1,3,,9
"De 65 y más años (051)",765,1,4,19,617,75,,10,,39
"Hombres (052)",251,,1,8,162,48,,6,,26
"Mujeres (053)",514,1,3,11,455,27,,4,,13
