"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHOTA (000)",45396,39662,2408,1121,2205
"Hombres (001)",35719,31486,1798,795,1640
"Mujeres (002)",9677,8176,610,326,565
"De 06 a 14 años (003)",766,731,30,5,
"Hombres (004)",563,534,24,5,
"Mujeres (005)",203,197,6,,
"De 15 a 29 años (006)",14405,12910,648,249,598
"Hombres (007)",11168,10058,496,177,437
"Mujeres (008)",3237,2852,152,72,161
"De 30 a 44 años (009)",15075,12421,1086,544,1024
"Hombres (010)",11597,9700,791,364,742
"Mujeres (011)",3478,2721,295,180,282
"De 45 a 64 años (012)",10937,9510,558,309,560
"Hombres (013)",8767,7682,409,237,439
"Mujeres (014)",2170,1828,149,72,121
"De 65 y más años (015)",4213,4090,86,14,23
"Hombres (016)",3624,3512,78,12,22
"Mujeres (017)",589,578,8,2,1
,,,,,
"URBANA (018)",11575,8149,1310,772,1344
"Hombres (019)",7479,5252,856,479,892
"Mujeres (020)",4096,2897,454,293,452
"De 06 a 14 años (021)",122,114,4,4,
"Hombres (022)",83,75,4,4,
"Mujeres (023)",39,39,,,
"De 15 a 29 años (024)",3053,2379,272,124,278
"Hombres (025)",1892,1468,181,69,174
"Mujeres (026)",1161,911,91,55,104
"De 30 a 44 años (027)",4548,2841,668,398,641
"Hombres (028)",2818,1744,433,233,408
"Mujeres (029)",1730,1097,235,165,233
"De 45 a 64 años (030)",3062,2077,338,238,409
"Hombres (031)",2085,1413,211,166,295
"Mujeres (032)",977,664,127,72,114
"De 65 y más años (033)",790,738,28,8,16
"Hombres (034)",601,552,27,7,15
"Mujeres (035)",189,186,1,1,1
,,,,,
"RURAL (036)",33821,31513,1098,349,861
"Hombres (037)",28240,26234,942,316,748
"Mujeres (038)",5581,5279,156,33,113
"De 06 a 14 años (039)",644,617,26,1,
"Hombres (040)",480,459,20,1,
"Mujeres (041)",164,158,6,,
"De 15 a 29 años (042)",11352,10531,376,125,320
"Hombres (043)",9276,8590,315,108,263
"Mujeres (044)",2076,1941,61,17,57
"De 30 a 44 años (045)",10527,9580,418,146,383
"Hombres (046)",8779,7956,358,131,334
"Mujeres (047)",1748,1624,60,15,49
"De 45 a 64 años (048)",7875,7433,220,71,151
"Hombres (049)",6682,6269,198,71,144
"Mujeres (050)",1193,1164,22,,7
"De 65 y más años (051)",3423,3352,58,6,7
"Hombres (052)",3023,2960,51,5,7
"Mujeres (053)",400,392,7,1,
