"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ACOMAYO (000)",18583,3269,2723,3235,3282,2213,3861
"Católica (001)",16279,2842,2328,2718,2867,2007,3517
"Cristiana/Evangélica (002)",1833,333,298,424,327,177,274
"Otra (003)",265,54,36,58,55,16,46
"Ninguna (004)",206,40,61,35,33,13,24
"Hombres (006)",9059,1700,1415,1583,1649,1110,1602
"Católica (007)",7905,1477,1212,1325,1433,998,1460
"Cristiana/Evangélica (008)",904,176,143,207,169,96,113
"Otra (009)",135,31,17,29,28,10,20
"Ninguna (010)",115,16,43,22,19,6,9
"Mujeres (012)",9524,1569,1308,1652,1633,1103,2259
"Católica (013)",8374,1365,1116,1393,1434,1009,2057
"Cristiana/Evangélica (014)",929,157,155,217,158,81,161
"Otra (015)",130,23,19,29,27,6,26
"Ninguna (016)",91,24,18,13,14,7,15
,,,,,,,
"URBANA (018)",10065,1780,1388,1681,1783,1230,2203
"Católica (019)",9037,1582,1208,1462,1596,1134,2055
"Cristiana/Evangélica (020)",731,140,120,159,131,73,108
"Otra (021)",183,37,24,43,35,14,30
"Ninguna (022)",114,21,36,17,21,9,10
"Hombres (024)",4866,925,704,822,881,623,911
"Católica (025)",4351,826,612,713,789,567,844
"Cristiana/Evangélica (026)",357,70,58,75,62,44,48
"Otra (027)",93,21,10,22,18,8,14
"Ninguna (028)",65,8,24,12,12,4,5
"Mujeres (030)",5199,855,684,859,902,607,1292
"Católica (031)",4686,756,596,749,807,567,1211
"Cristiana/Evangélica (032)",374,70,62,84,69,29,60
"Otra (033)",90,16,14,21,17,6,16
"Ninguna (034)",49,13,12,5,9,5,5
,,,,,,,
"RURAL (036)",8518,1489,1335,1554,1499,983,1658
"Católica (037)",7242,1260,1120,1256,1271,873,1462
"Cristiana/Evangélica (038)",1102,193,178,265,196,104,166
"Otra (039)",82,17,12,15,20,2,16
"Ninguna (040)",92,19,25,18,12,4,14
"Hombres (042)",4193,775,711,761,768,487,691
"Católica (043)",3554,651,600,612,644,431,616
"Cristiana/Evangélica (044)",547,106,85,132,107,52,65
"Otra (045)",42,10,7,7,10,2,6
"Ninguna (046)",50,8,19,10,7,2,4
"Mujeres (048)",4325,714,624,793,731,496,967
"Católica (049)",3688,609,520,644,627,442,846
"Cristiana/Evangélica (050)",555,87,93,133,89,52,101
"Otra (051)",40,7,5,8,10,,10
"Ninguna (052)",42,11,6,8,5,2,10
