"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MOHO",,,,,,,,,
"Viviendas particulares (001)",4648,570,366,150,909,104,155,122,2272
"Ocupantes presentes (002)",13983,1609,1168,443,2983,359,453,374,6594
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4524,562,336,148,886,102,152,121,2217
"Ocupantes presentes (005)",13582,1582,1066,434,2931,352,442,373,6402
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,1,,,1,,,,4
"Ocupantes presentes (011)",13,1,,,1,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,1,,,5,2,3,1,3
"Ocupantes presentes (014)",45,2,,,17,7,11,1,7
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",96,5,30,2,13,,,,46
"Ocupantes presentes (017)",324,19,102,9,24,,,,170
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,,,,4,,,,2
"Ocupantes presentes (023)",14,,,,10,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1472,234,59,26,433,77,63,27,553
"Ocupantes presentes (029)",4923,641,181,81,1594,305,222,109,1790
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1446,231,59,26,423,75,60,26,546
"Ocupantes presentes (032)",4850,633,181,81,1566,298,211,108,1772
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,1,,,1,,,,4
"Ocupantes presentes (038)",13,1,,,1,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,1,,,5,2,3,1,3
"Ocupantes presentes (041)",45,2,,,17,7,11,1,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,,,4,,,,
"Ocupantes presentes (050)",10,,,,10,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3176,336,307,124,476,27,92,95,1719
"Ocupantes presentes (056)",9060,968,987,362,1389,54,231,265,4804
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3078,331,277,122,463,27,92,95,1671
"Ocupantes presentes (059)",8732,949,885,353,1365,54,231,265,4630
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",96,5,30,2,13,,,,46
"Ocupantes presentes (071)",324,19,102,9,24,,,,170
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
