"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia EL DORADO (000)",13708,11818,1325,412,153
"Sin nivel (001)",1150,1027,106,15,2
"Educación inicial (002)",38,34,4,,
"Primaria (003)",8640,7683,782,162,13
"Secundaria (004)",3092,2714,281,55,42
"Superior no univ. incompleta (005)",151,101,21,17,12
"Superior no univ. completa (006)",341,140,64,98,39
"Superior univ. incompleta (007)",81,55,8,9,9
"Superior univ. completa (008)",215,64,59,56,36
"De 06 a 14 años (010)",878,774,73,31,
"Sin nivel (011)",43,32,9,2,
"Educación inicial (012)",16,15,1,,
"Primaria (013)",693,610,57,26,
"Secundaria (014)",126,117,6,3,
"De 15 a 29 años (020)",5113,4397,535,132,49
"Sin nivel (021)",141,118,17,6,
"Educación inicial (022)",12,10,2,,
"Primaria (023)",2989,2595,318,71,5
"Secundaria (024)",1744,1549,158,27,10
"Superior no univ. incompleta (025)",70,50,8,6,6
"Superior no univ. completa (026)",76,38,15,16,7
"Superior univ. incompleta (027)",24,18,2,1,3
"Superior univ. completa (028)",57,19,15,5,18
"De 30 a 44 años (030)",4341,3655,441,171,74
"Sin nivel (031)",249,219,26,3,1
"Educación inicial (032)",10,9,1,,
"Primaria (033)",2762,2481,235,44,2
"Secundaria (034)",913,782,89,18,24
"Superior no univ. incompleta (035)",63,43,8,7,5
"Superior no univ. completa (036)",198,71,40,61,26
"Superior univ. incompleta (037)",32,18,5,6,3
"Superior univ. completa (038)",114,32,37,32,13
"De 45 a 64 años (040)",2719,2379,236,76,28
"Sin nivel (041)",479,436,39,3,1
"Primaria (043)",1808,1634,149,20,5
"Secundaria (044)",283,242,26,7,8
"Superior no univ. incompleta (045)",17,7,5,4,1
"Superior no univ. completa (046)",66,31,9,21,5
"Superior univ. incompleta (047)",23,17,1,2,3
"Superior univ. completa (048)",43,12,7,19,5
"De 65 y más años (050)",657,613,40,2,2
"Sin nivel (051)",238,222,15,1,
"Primaria (053)",388,363,23,1,1
"Secundaria (054)",26,24,2,,
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",1,,,,1
"Superior univ. incompleta (057)",2,2,,,
"Superior univ. completa (058)",1,1,,,
,,,,,
"URBANA (060)",5510,4713,442,218,137
