"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARISCAL CACERES (000)",17155,48591,44159,,966,90.9,2
"De 12 a 14 años (001)",1906,22,22,,7,100,31.8
"De 15 a 19 años (002)",2501,777,755,184,97.2,23.7,
"De 20 a 24 años (003)",2002,2317,2253,271,97.2,11.7,
"De 25 a 29 años (004)",1866,3689,3578,199,97,5.4,
"De 30 a 34 años (005)",1726,4866,4664,155,95.8,3.2,
"De 35 a 39 años (006)",1634,5783,5487,108,94.9,1.9,
"De 40 a 44 años (007)",1373,5775,5390,37,93.3,0.6,
"De 45 a 49 años (008)",1096,5402,4956,5,91.7,0.1,
"De 50 y más años (009)",3051,19960,17054,,85.4,,
"PEA (010)",5481,15894,14667,223,92.3,1.4,
"De 12 a 14 años (011)",135,9,9,3,100,33.3,
"De 15 a 19 años (012)",535,155,145,31,93.5,20,
"De 20 a 24 años (013)",707,637,619,56,97.2,8.8,
"De 25 a 29 años (014)",656,1085,1056,45,97.3,4.1,
"De 30 a 34 años (015)",680,1690,1631,41,96.5,2.4,
"De 35 a 39 años (016)",733,2338,2231,32,95.4,1.4,
"De 40 a 44 años (017)",621,2295,2165,12,94.3,0.5,
"De 45 a 49 años (018)",500,2226,2064,3,92.7,0.1,
"De 50 y más años (019)",914,5459,4747,,87,,
"Ocupada (020)",5363,15684,14473,219,92.3,1.4,
"De 12 a 14 años (021)",130,9,9,3,100,33.3,
"De 15 a 19 años (022)",515,154,144,30,93.5,19.5,
"De 20 a 24 años (023)",674,614,596,54,97.1,8.8,
"De 25 a 29 años (024)",640,1066,1039,45,97.5,4.2,
"De 30 a 34 años (025)",667,1652,1593,40,96.4,2.4,
"De 35 a 39 años (026)",721,2309,2202,32,95.4,1.4,
"De 40 a 44 años (027)",612,2252,2126,12,94.4,0.5,
"De 45 a 49 años (028)",496,2208,2048,3,92.8,0.1,
"De 50 y más años (029)",908,5420,4716,,87,,
"Desocupada (030)",118,210,194,4,92.4,1.9,
"De 12 a 14 años (031)",5,,,,,,
"De 15 a 19 años (032)",20,1,1,1,100,100,
"De 20 a 24 años (033)",33,23,23,2,100,8.7,
"De 25 a 29 años (034)",16,19,17,,89.5,,
"De 30 a 34 años (035)",13,38,38,1,100,2.6,
"De 35 a 39 años (036)",12,29,29,,100,,
