"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN PABLO (000)",23114,486,7525,5807,4185,3231,1880
"Hombres (001)",11261,238,3802,2852,1960,1536,873
"Mujeres (002)",11853,248,3723,2955,2225,1695,1007
"Viviendas particulares (003)",23092,486,7523,5798,4181,3224,1880
"Hombres (004)",11246,238,3800,2846,1957,1532,873
"Mujeres (005)",11846,248,3723,2952,2224,1692,1007
"Viviendas colectivas (006)",17,,1,7,3,6,
"Hombres (007)",11,,1,5,2,3,
"Mujeres (008)",6,,,2,1,3,
"Otro tipo (009)",5,,1,2,1,1,
"Hombres (010)",4,,1,1,1,1,
"Mujeres (011)",1,,,1,,,
,,,,,,,
"URBANA (012)",3594,81,1040,863,799,550,261
"Hombres (013)",1734,38,521,427,376,252,120
"Mujeres (014)",1860,43,519,436,423,298,141
"Viviendas particulares (015)",3572,81,1038,854,795,543,261
"Hombres (016)",1719,38,519,421,373,248,120
"Mujeres (017)",1853,43,519,433,422,295,141
"Viviendas colectivas (018)",17,,1,7,3,6,
"Hombres (019)",11,,1,5,2,3,
"Mujeres (020)",6,,,2,1,3,
"Otro tipo (021)",5,,1,2,1,1,
"Hombres (022)",4,,1,1,1,1,
"Mujeres (023)",1,,,1,,,
,,,,,,,
"RURAL (024)",19520,405,6485,4944,3386,2681,1619
"Hombres (025)",9527,200,3281,2425,1584,1284,753
"Mujeres (026)",9993,205,3204,2519,1802,1397,866
"Viviendas particulares (027)",19520,405,6485,4944,3386,2681,1619
"Hombres (028)",9527,200,3281,2425,1584,1284,753
"Mujeres (029)",9993,205,3204,2519,1802,1397,866
