"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARHUAZ (000)",41444,10586,1149,17343,8609,870,1301,651,935
"Quechua (001)",30365,9431,745,13917,5041,366,471,156,238
"Aymara (002)",40,11,1,18,8,1,1,,
"Ashaninca (003)",2,,,,2,,,,
"Otra lengua nativa (004)",17,2,2,4,7,,1,1,
"Castellano (005)",10971,1112,400,3400,3545,503,827,493,691
"Idioma extranjero (006)",11,,,,4,,,1,6
"Es sordomudo/a (007)",38,30,1,4,2,,1,,
"Hombres (009)",20002,3113,538,9012,5268,491,664,372,544
"Quechua (010)",14368,2568,343,7313,3353,245,285,96,165
"Aymara (011)",17,2,1,8,4,1,1,,
"Otra lengua nativa (013)",10,2,2,1,4,,,1,
"Castellano (014)",5576,524,191,1689,1902,245,378,274,373
"Idioma extranjero (015)",10,,,,3,,,1,6
"Es sordomudo/a (016)",21,17,1,1,2,,,,
"Mujeres (018)",21442,7473,611,8331,3341,379,637,279,391
"Quechua (019)",15997,6863,402,6604,1688,121,186,60,73
"Aymara (020)",23,9,,10,4,,,,
"Ashaninca (021)",2,,,,2,,,,
"Otra lengua nativa (022)",7,,,3,3,,1,,
"Castellano (023)",5395,588,209,1711,1643,258,449,219,318
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",17,13,,3,,,1,,
,,,,,,,,,
"URBANA (027)",14088,2505,366,4880,3591,550,936,475,785
"Quechua (028)",7238,1872,143,3024,1434,182,310,96,177
"Aymara (029)",15,2,1,3,7,1,1,,
"Otra lengua nativa (031)",14,1,1,3,7,,1,1,
"Castellano (032)",6794,616,221,1849,2138,367,623,377,603
"Idioma extranjero (033)",10,,,,4,,,1,5
"Es sordomudo/a (034)",17,14,,1,1,,1,,
"Hombres (036)",6788,698,174,2439,2020,281,475,258,443
"Quechua (037)",3404,425,64,1554,903,112,180,50,116
"Aymara (038)",6,,1,,3,1,1,,
"Otra lengua nativa (040)",7,1,1,,4,,,1,
"Castellano (041)",3354,265,108,885,1106,168,294,206,322
"Idioma extranjero (042)",9,,,,3,,,1,5
"Es sordomudo/a (043)",8,7,,,1,,,,
"Mujeres (045)",7300,1807,192,2441,1571,269,461,217,342
"Quechua (046)",3834,1447,79,1470,531,70,130,46,61
"Aymara (047)",9,2,,3,4,,,,
"Otra lengua nativa (049)",7,,,3,3,,1,,
"Castellano (050)",3440,351,113,964,1032,199,329,171,281
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",9,7,,1,,,1,,
,,,,,,,,,
"RURAL (054)",27356,8081,783,12463,5018,320,365,176,150
"Quechua (055)",23127,7559,602,10893,3607,184,161,60,61
"Aymara (056)",25,9,,15,1,,,,
"Ashaninca (057)",2,,,,2,,,,
"Otra lengua nativa (058)",3,1,1,1,,,,,
"Castellano (059)",4177,496,179,1551,1407,136,204,116,88
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",21,16,1,3,1,,,,
"Hombres (063)",13214,2415,364,6573,3248,210,189,114,101
"Quechua (064)",10964,2143,279,5759,2450,133,105,46,49
"Aymara (065)",11,2,,8,1,,,,
"Otra lengua nativa (067)",3,1,1,1,,,,,
"Castellano (068)",2222,259,83,804,796,77,84,68,51
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",13,10,1,1,1,,,,
"Mujeres (072)",14142,5666,419,5890,1770,110,176,62,49
"Quechua (073)",12163,5416,323,5134,1157,51,56,14,12
"Aymara (074)",14,7,,7,,,,,
"Ashaninca (075)",2,,,,2,,,,
"Castellano (077)",1955,237,96,747,611,59,120,48,37
"Es sordomudo/a (079)",8,6,,2,,,,,
