"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LA UNION (000)",5606,20340,17135,,286,84.2,1.4
"De 12 a 14 años (001)",558,6,6,,,100,
"De 15 a 19 años (002)",525,121,116,33,95.9,27.3,
"De 20 a 24 años (003)",384,444,430,51,96.8,11.5,
"De 25 a 29 años (004)",456,1025,960,66,93.7,6.4,
"De 30 a 34 años (005)",531,1517,1409,54,92.9,3.6,
"De 35 a 39 años (006)",530,1998,1841,56,92.1,2.8,
"De 40 a 44 años (007)",476,2383,2101,21,88.2,0.9,
"De 45 a 49 años (008)",393,2206,1885,5,85.4,0.2,
"De 50 y más años (009)",1753,10640,8387,,78.8,,
"PEA (010)",2279,8275,7160,113,86.5,1.4,
"De 12 a 14 años (011)",90,1,1,,100,,
"De 15 a 19 años (012)",154,52,51,11,98.1,21.2,
"De 20 a 24 años (013)",158,153,150,17,98,11.1,
"De 25 a 29 años (014)",215,413,389,16,94.2,3.9,
"De 30 a 34 años (015)",296,726,673,25,92.7,3.4,
"De 35 a 39 años (016)",290,987,919,33,93.1,3.3,
"De 40 a 44 años (017)",266,1268,1117,8,88.1,0.6,
"De 45 a 49 años (018)",188,997,870,3,87.3,0.3,
"De 50 y más años (019)",622,3678,2990,,81.3,,
"Ocupada (020)",2250,8206,7106,113,86.6,1.4,
"De 12 a 14 años (021)",88,1,1,,100,,
"De 15 a 19 años (022)",149,51,50,11,98,21.6,
"De 20 a 24 años (023)",154,151,148,17,98,11.3,
"De 25 a 29 años (024)",210,403,379,16,94,4,
"De 30 a 34 años (025)",295,724,671,25,92.7,3.5,
"De 35 a 39 años (026)",289,982,914,33,93.1,3.4,
"De 40 a 44 años (027)",264,1251,1106,8,88.4,0.6,
"De 45 a 49 años (028)",184,990,865,3,87.4,0.3,
"De 50 y más años (029)",617,3653,2972,,81.4,,
"Desocupada (030)",29,69,54,,78.3,,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",5,1,1,,100,,
"De 20 a 24 años (033)",4,2,2,,100,,
"De 25 a 29 años (034)",5,10,10,,100,,
"De 30 a 34 años (035)",1,2,2,,100,,
"De 35 a 39 años (036)",1,5,5,,100,,
"De 40 a 44 años (037)",2,17,11,,64.7,,
"De 45 a 49 años (038)",4,7,5,,71.4,,
