"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SANDIA",,,,,,,,
"Viviendas particulares (001)",19006,15311,2256,19,75,1284,15,46
"Ocupantes presentes (002)",61326,48754,8036,48,247,4043,52,146
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",16797,13394,2095,16,63,1183,15,31
"Ocupantes presentes (005)",56093,44278,7583,45,219,3805,52,111
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",11,,10,,,1,,
"Ocupantes presentes (011)",22,,17,,,5,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",402,185,135,3,12,67,,
"Ocupantes presentes (014)",1142,552,395,3,28,164,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1710,1666,7,,,29,,8
"Ocupantes presentes (017)",3815,3717,23,,,63,,12
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",45,39,,,,1,,5
"Ocupantes presentes (020)",156,134,,,,3,,19
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",20,11,6,,,3,,
"Ocupantes presentes (023)",36,26,7,,,3,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",21,16,3,,,,,2
"Ocupantes presentes (026)",62,47,11,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4404,2006,1585,18,50,717,3,25
"Ocupantes presentes (029)",15848,7548,5616,47,170,2349,17,101
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",3933,1776,1433,15,38,648,3,20
"Ocupantes presentes (032)",14499,6849,5188,44,142,2177,17,82
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",11,,10,,,1,,
"Ocupantes presentes (038)",22,,17,,,5,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",402,185,135,3,12,67,,
"Ocupantes presentes (041)",1142,552,395,3,28,164,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",45,39,,,,1,,5
"Ocupantes presentes (047)",156,134,,,,3,,19
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",8,4,4,,,,,
"Ocupantes presentes (050)",12,7,5,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",5,2,3,,,,,
"Ocupantes presentes (053)",17,6,11,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",14602,13305,671,1,25,567,12,21
"Ocupantes presentes (056)",45478,41206,2420,1,77,1694,35,45
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",12864,11618,662,1,25,535,12,11
"Ocupantes presentes (059)",41594,37429,2395,1,77,1628,35,29
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1710,1666,7,,,29,,8
"Ocupantes presentes (071)",3815,3717,23,,,63,,12
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",12,7,2,,,3,,
"Ocupantes presentes (077)",24,19,2,,,3,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",16,14,,,,,,2
"Ocupantes presentes (080)",45,41,,,,,,4
