"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia RECUAY (000)",18084,743,3791,3331,2560,2174,1820,1494,2171
"Quechua (001)",6587,107,671,621,692,868,980,970,1678
"Aymara (002)",13,,1,2,,,4,2,4
"Ashaninca (003)",1,,,,1,,,,
"Otra lengua nativa (004)",1,,1,,,,,,
"Castellano (005)",11450,634,3110,2701,1862,1304,834,521,484
"Idioma extranjero (006)",4,,,4,,,,,
"Es sordomudo/a (007)",28,2,8,3,5,2,2,1,5
"Hombres (009)",8831,379,1939,1724,1242,1005,872,717,953
"Quechua (010)",2949,51,335,314,313,382,440,428,686
"Aymara (011)",7,,,1,,,2,2,2
"Castellano (014)",5859,327,1601,1405,926,622,429,287,262
"Idioma extranjero (015)",3,,,3,,,,,
"Es sordomudo/a (016)",13,1,3,1,3,1,1,,3
"Mujeres (018)",9253,364,1852,1607,1318,1169,948,777,1218
"Quechua (019)",3638,56,336,307,379,486,540,542,992
"Aymara (020)",6,,1,1,,,2,,2
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",1,,1,,,,,,
"Castellano (023)",5591,307,1509,1296,936,682,405,234,222
"Idioma extranjero (024)",1,,,1,,,,,
"Es sordomudo/a (025)",15,1,5,2,2,1,1,1,2
,,,,,,,,,
"URBANA (027)",10288,393,2088,1883,1508,1258,1024,865,1269
"Quechua (028)",3177,39,270,293,304,421,455,492,903
"Aymara (029)",10,,1,2,,,4,1,2
"Ashaninca (030)",1,,,,1,,,,
"Castellano (032)",7084,354,1814,1581,1201,837,563,371,363
"Idioma extranjero (033)",4,,,4,,,,,
"Es sordomudo/a (034)",12,,3,3,2,,2,1,1
"Hombres (036)",4932,207,1070,970,702,565,478,407,533
"Quechua (037)",1371,20,134,159,130,180,198,208,342
"Aymara (038)",5,,,1,,,2,1,1
"Castellano (041)",3548,187,935,806,571,385,277,198,189
"Idioma extranjero (042)",3,,,3,,,,,
"Es sordomudo/a (043)",5,,1,1,1,,1,,1
"Mujeres (045)",5356,186,1018,913,806,693,546,458,736
"Quechua (046)",1806,19,136,134,174,241,257,284,561
"Aymara (047)",5,,1,1,,,2,,1
"Ashaninca (048)",1,,,,1,,,,
"Castellano (050)",3536,167,879,775,630,452,286,173,174
"Idioma extranjero (051)",1,,,1,,,,,
"Es sordomudo/a (052)",7,,2,2,1,,1,1,
,,,,,,,,,
"RURAL (054)",7796,350,1703,1448,1052,916,796,629,902
"Quechua (055)",3410,68,401,328,388,447,525,478,775
"Aymara (056)",3,,,,,,,1,2
"Otra lengua nativa (058)",1,,1,,,,,,
"Castellano (059)",4366,280,1296,1120,661,467,271,150,121
"Es sordomudo/a (061)",16,2,5,,3,2,,,4
"Hombres (063)",3899,172,869,754,540,440,394,310,420
"Quechua (064)",1578,31,201,155,183,202,242,220,344
"Aymara (065)",2,,,,,,,1,1
"Castellano (068)",2311,140,666,599,355,237,152,89,73
"Es sordomudo/a (070)",8,1,2,,2,1,,,2
"Mujeres (072)",3897,178,834,694,512,476,402,319,482
"Quechua (073)",1832,37,200,173,205,245,283,258,431
"Aymara (074)",1,,,,,,,,1
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",2055,140,630,521,306,230,119,61,48
"Es sordomudo/a (079)",8,1,3,,1,1,,,2
